track_artist,released_year,danceability,energy,valence,tempo,number_of_songs
Amandla Stenberg,2017,54.2,35.7,19.7,102.2,1
Amarok,2017,56.1,34.7,3.6,64.0,1
Amber,1996,67.4,90.8,86.1,128.0,1
Amber Run,2015,35.7,43.4,9.1,145.7,1
Amber Ryann,2020,56.8,56.5,64.2,75.0,1
Ambrosia,1905,66.7,51.3,51.8,95.3,1
Ambrosia,1980,49.8,72.3,88.2,153.2,1
Ameba,2019,56.5,47.6,28.0,123.4,2
Amel Larrieux,1905,54.6,57.0,28.2,90.5,1
Amel Larrieux,2000,61.2,47.6,37.4,126.8,2
Amel Larrieux,2004,59.5,52.5,75.6,136.1,1
Amelie Lens,2017,72.5,90.8,13.4,128.0,1
Amenazzy,2017,63.7,51.3,27.0,196.1,1
Amenazzy,2018,70.0,71.0,58.2,168.0,1
Amenazzy,2019,71.1,74.9,55.2,127.5,4
America,1905,58.0,52.8,73.4,143.3,3
America,1972,67.3,58.1,81.8,130.8,1
American Authors,2014,65.2,93.3,47.0,112.5,2
American Sin,2019,36.6,92.2,39.0,182.5,2
Amerie,1905,61.2,96.1,86.7,129.9,1
Amerie,2002,73.9,48.0,66.3,140.1,1
Amigos Raros,2018,64.6,76.9,73.9,127.0,1
AmirSaysNothing,2020,79.2,79.8,72.2,130.0,1
Amorf,2019,58.5,65.7,37.8,133.2,3
Amos Lee,2005,58.2,23.2,23.8,131.6,1
Amos Lee,2016,60.8,76.7,61.0,86.0,1
Amparanoia,2019,66.2,78.5,83.4,83.5,1
Amplify Worship,2018,79.2,58.4,85.6,99.0,1
Amr Diab,2019,68.6,83.7,19.7,109.0,1
Amrit Maan,2017,54.9,86.1,69.8,169.9,1
Amrit Maan,2018,69.9,76.4,55.8,91.0,1
Amrit Maan,2019,79.8,90.6,80.6,103.0,1
Amtrac,2019,49.5,92.8,3.7,140.0,1
Amtrac,2020,65.2,75.1,4.0,122.0,1
Amy Winehouse,2003,86.9,56.6,71.6,121.9,2
Amy Winehouse,2006,64.2,84.9,65.3,101.1,4
Amy Winehouse,2007,75.7,36.7,68.1,96.0,1
Amy Winehouse,2011,60.6,55.6,26.2,88.8,2
Amy Winehouse,2015,88.3,45.8,81.6,91.4,1
Amyntas,2020,76.9,73.2,42.3,125.1,1
Ana Guerra,2019,60.5,81.3,47.6,132.0,1
Ana Tijoux,2012,60.1,49.9,51.5,80.1,1
Ana Torroja,2006,47.6,38.8,15.1,150.0,1
Ana Torroja,2019,90.7,60.3,37.8,110.0,1
Anaesthesia,2020,75.0,56.1,69.8,85.0,1
Anakena,2019,80.3,61.6,78.7,125.0,1
Analogik,2009,95.9,61.6,78.1,116.0,1
And One,1905,81.3,86.9,53.1,125.0,1
And One,2006,65.4,84.7,83.4,130.0,2
Anddy Caicedo,2019,79.5,86.0,81.9,102.0,1
Andeeno Damassy,2015,74.8,80.1,90.7,100.0,1
Anderson East,2015,51.0,68.8,44.0,129.8,1
Anderson East,2019,30.5,50.6,22.0,138.5,1
Andery Toronto,2017,24.3,71.7,46.7,53.1,1
Andery Toronto,2018,65.6,68.5,64.0,103.3,3
Andery Toronto,2019,55.0,75.8,44.3,84.6,1
Andra,2017,68.7,65.1,66.1,100.0,1
Andra Day,2015,48.1,56.2,33.2,92.8,2
Andra Day,2016,49.9,33.7,37.5,84.6,1
Andra Day,2017,37.3,35.6,25.8,94.6,1
Andra Day,2018,42.9,36.3,16.0,75.5,1
Andrea Bocelli,2019,49.4,43.4,13.8,128.0,1
Andrea Consoli,2019,58.9,58.4,40.5,100.0,1
Andrelli,2017,60.3,67.0,38.5,95.0,1
Andrew Applepie,2019,56.5,42.7,49.0,139.8,1
Andrew Belize,2018,60.2,93.6,7.7,127.9,1
Andrew Bird,1905,80.4,46.7,36.8,119.6,1
Andrew Gialanella,2019,68.1,76.7,60.2,162.1,1
Andrew Gold,1905,58.8,59.8,86.6,123.7,1
Andrew Mathers,2014,80.1,99.3,80.5,128.0,1
Andrew McMahon in the Wilderness,2014,38.1,84.4,23.9,194.0,1
Andrew McMahon in the Wilderness,2017,58.3,86.2,42.2,106.0,1
Andrew Rayel,2014,52.7,93.3,11.3,127.9,1
Andrew Rayel,2016,40.3,95.1,9.9,127.5,1
Andrew Rayel,2019,66.0,92.5,9.2,140.0,1
Andrew Ripp,2015,58.9,84.6,70.4,122.0,1
Andrew Roman,2019,74.1,56.5,56.6,105.1,1
Andrew Simple,2016,66.0,85.5,22.2,112.5,1
Andrew Sound,2019,71.2,98.7,30.2,126.1,1
Andreya Triana,2019,46.6,61.4,34.4,186.0,1
Andrezia,2019,70.9,49.8,12.4,100.0,1
Andwell,2019,73.1,90.9,50.0,133.0,1
Andy Aguilera,2016,85.6,56.6,94.9,97.0,1
Andy Gibb,1977,65.1,64.8,86.8,97.0,1
Andy Grammer,2015,71.8,83.2,45.6,122.5,2
Andy Grammer,2019,48.9,76.6,11.7,121.4,1
Andy Hart,2014,87.2,60.9,77.6,118.0,1
Andy Kulter,2018,61.2,82.8,46.7,122.5,2
Andy Mcgirr,2014,72.4,86.5,44.2,124.0,1
Andy Mineo,2018,68.3,66.4,44.4,148.8,1
Andy Mineo,2019,92.6,66.1,56.1,130.0,1
Andy Rivera,2017,81.8,74.7,65.2,93.0,1
Aneesh Chengappa,2017,77.8,95.0,79.4,128.0,1
Anexo Leiruk,2020,69.8,79.8,68.9,90.1,1
Anfa Rose,2017,69.3,61.3,56.1,140.0,1
Angel Grant,1998,88.9,48.5,90.8,105.9,1
Angel Olsen,2016,37.3,63.0,35.2,115.9,1
Angel Olsen,2019,61.9,46.4,58.0,79.0,1
Angel Y Khriz,1905,87.8,89.4,68.2,119.9,1
Angel Y Khriz,2007,84.4,86.1,76.7,94.0,1
Angel Y Khriz,2009,75.4,89.9,76.5,100.0,1
Angel Y Khriz,2010,81.4,86.5,94.0,115.0,1
Angel Y Khriz,2011,67.5,92.1,70.0,97.0,1
Angelic Upstarts,1905,47.5,70.7,44.5,128.0,1
Angelika Vee,2017,76.1,86.6,36.6,122.0,1
Angelique,1905,70.5,71.8,65.5,122.0,1
Angelo De Augustine,2019,47.7,25.4,62.6,81.6,1
Angelov,2019,79.7,83.2,33.9,123.0,1
Angie Stone,1999,70.5,51.4,67.0,111.7,2
Angie Stone,2001,76.5,53.2,65.4,114.3,3
Angie Stone,2005,73.0,84.9,69.4,99.0,1
Angie Stone,2010,60.9,68.1,62.4,85.0,1
Angie Stone,2012,78.7,39.0,63.5,87.0,1
Angus Maude,2017,44.9,11.5,19.0,166.0,1
Animal Picnic,2018,71.8,64.6,9.2,122.0,1
Animate Objects,2008,82.5,63.3,48.3,110.3,1
Animist,2019,80.2,85.7,96.2,123.0,1
Animotion,1996,67.4,60.9,44.3,114.8,1
Anirudh Ravichander,2017,60.8,91.9,72.8,160.0,1
Anita Baker,1986,50.4,72.8,68.3,89.2,1
Anitta,2017,82.6,61.4,58.8,148.0,2
Anitta,2019,71.4,75.9,61.6,106.7,3
Anja Kotar,2019,65.8,46.9,62.4,166.0,1
Anju,2020,51.2,32.8,7.3,78.0,1
Ann Marie,2019,73.8,61.7,78.3,130.1,1
Ann Peebles,1974,72.7,38.7,96.6,160.4,1
Anna Carina,2019,86.6,77.6,85.5,93.0,1
Anna Clendening,2018,66.4,60.7,54.1,96.0,1
Anna Margaret,2010,77.4,84.4,85.7,115.0,2
Anna of the North,2014,67.3,79.5,43.7,105.0,1
Anna of the North,2017,59.9,51.8,45.5,95.0,1
Anna of the North,2019,75.5,49.6,71.8,76.5,1
Annalisa,2019,68.5,85.4,87.1,82.0,1
Anne Clark,1987,61.7,38.9,51.9,136.8,1
Anne Clark,2010,78.1,90.9,91.3,129.9,1
Annella,2017,65.1,90.8,70.1,96.0,1
Annella,2018,62.2,86.5,68.4,121.9,2
Annella,2019,68.8,91.3,53.4,128.0,1
Annie Lux,2018,75.7,58.7,65.7,119.7,1
Annika Grace,2019,53.5,56.2,35.0,90.1,1
Anomalie,2017,70.6,31.6,45.9,79.0,1
Anomalie,2018,82.5,29.2,68.3,111.8,1
Anonimus,2020,79.6,69.6,76.8,187.8,1
Anonym,2017,68.0,76.9,26.4,90.1,1
Anonymuz,2017,45.9,55.9,31.6,120.1,1
Anonymuz,2018,81.8,61.1,31.7,120.1,1
Anonymuz,2019,63.4,70.6,21.4,140.0,1
Another Bad Creation,1905,78.8,77.4,78.4,110.5,1
Another Bad Creation,1993,75.1,76.1,66.1,111.8,1
Another Lost Year,2017,47.7,87.6,49.9,129.0,1
Ansel Elgort,2017,59.2,74.1,37.9,180.0,1
Anson Seabra,2019,45.1,8.7,45.6,166.6,1
Ansvh,2019,65.4,61.7,52.2,145.6,2
Ant Saunders,2019,86.5,43.8,69.5,129.0,1
Anthem Academy,2015,72.1,87.1,60.1,110.0,1
Anthony Dircson,2018,65.1,52.8,38.1,90.0,1
Anthony Dircson,2019,49.5,69.7,73.5,204.0,1
Anthony Hamilton,2003,61.8,56.9,62.4,98.0,4
Anthony Hamilton,2005,76.0,60.5,52.4,123.0,2
Anthony Hamilton,2006,85.2,32.2,33.0,118.9,1
Anthony Hamilton,2007,87.2,57.4,95.9,106.6,1
Anthony Hamilton,2008,74.9,51.8,57.5,76.0,1
Anthony Hamilton,2010,53.5,55.8,48.9,155.6,1
Anthony Hamilton,2011,74.3,60.0,68.9,107.4,3
Anthony Phillips,2014,36.5,15.1,9.5,123.6,1
Anthony Ramos,2019,66.3,30.2,62.6,176.1,1
Anti Lilly,2017,67.4,36.5,50.1,83.3,1
Anti Up,2018,69.9,83.7,62.0,126.0,1
Antoine Delvig,2019,75.7,99.4,13.7,123.9,1
Antoine Malye,2014,73.5,59.0,12.9,100.0,1
Antoine Villoutreix,2019,75.6,68.0,79.2,95.0,1
Antonio Cooke,2019,54.5,32.9,62.7,150.8,1
Antonio Garcia Isaac,2019,63.5,45.4,38.0,111.3,1
Antonio Neal,2005,78.3,65.1,85.9,101.0,1
Antonio Neal,2006,60.7,66.6,60.1,140.0,3
Antranig,2019,78.7,72.6,24.4,124.0,1
Antwillz,2019,72.8,83.4,46.0,160.2,1
Anuel AA,2016,63.9,86.9,76.7,169.8,1
Anuel AA,2017,71.1,69.9,37.6,146.0,1
Anuel AA,2018,76.6,68.2,63.8,118.8,8
Anuel AA,2019,77.6,81.5,59.5,111.7,3
Any Given Sin,2019,51.0,94.3,55.7,93.5,1
Any Victoria,2013,74.4,81.5,96.1,128.1,1
Anything Box,1990,64.4,93.8,72.2,121.6,2
Anything Box,2018,66.4,69.2,94.8,123.9,1
Apache,2015,67.5,79.7,88.8,90.0,1
Apashe,2018,60.4,78.9,56.3,135.0,1
Ape Drums,2014,90.3,79.1,38.5,105.0,1
Aphex Twin,2018,43.7,92.6,41.8,152.3,1
Apollo Brown,2018,65.7,84.4,75.9,79.9,1
Apollo LTD,2017,61.2,82.2,85.8,130.0,1
Apollo LTD,2018,59.6,85.6,61.7,105.5,3
Apollo LTD,2019,66.1,77.7,26.5,105.0,1
Apparel Wax,2018,80.4,84.6,88.7,124.0,1
Appyday,2018,75.7,90.2,78.9,104.0,1
April,2001,60.6,79.2,56.9,122.9,1
April Wine,1905,51.1,30.8,37.7,83.6,1
Aqua,1997,71.2,93.1,96.1,133.0,1
Aqua,2009,69.9,97.0,89.0,134.7,4
Aquagirl,2019,14.0,96.0,2.2,139.8,1
Aquariuz,2019,77.0,17.8,26.2,96.0,1
Aquilo,2015,57.6,39.9,11.1,120.0,1
Aquilo,2016,32.0,29.5,17.1,177.4,1
Aranda,2008,61.8,97.0,68.4,100.0,1
Arbour,2019,62.1,15.7,12.4,75.0,1
Arcade Fire,1905,56.7,74.6,35.3,108.9,2
Arcadia,1905,71.6,55.2,48.3,110.8,1
Arcando,2019,50.1,83.9,34.1,128.0,1
Arcangel,2006,87.6,69.6,61.8,93.0,2
Arcangel,2008,71.7,79.7,43.8,121.7,3
Arcangel,2009,86.2,76.2,52.8,110.0,1
Arcangel,2015,70.1,80.8,78.7,180.1,1
Arcangel,2016,81.5,51.4,62.3,120.0,1
Arcangel,2018,85.8,70.3,29.3,130.0,1
Arcangel,2019,77.1,67.3,72.5,137.9,9
Archie Eversole,2002,75.6,53.2,86.9,150.0,1
Architrackz,2019,75.8,53.8,75.8,115.7,4
Arcis,2017,63.8,89.9,34.3,115.0,1
Arctic Monkeys,2006,41.0,90.6,58.6,135.0,3
Arctic Monkeys,2007,64.6,81.3,82.1,112.1,1
Arctic Monkeys,2009,42.2,81.9,59.8,139.8,1
Arctic Monkeys,2011,44.3,86.5,47.4,110.0,1
Arctic Monkeys,2013,62.0,58.2,60.2,88.5,2
Ardian Bujupi,2019,83.8,82.6,66.3,100.0,1
Arena,2015,40.3,45.3,28.0,74.9,1
Aretha Franklin,1905,68.4,59.4,69.6,114.3,2
Aretha Franklin,1967,65.7,37.1,70.9,134.9,1
Aretha Franklin,2015,76.5,79.1,76.8,99.3,1
Argui,2019,65.2,80.0,33.8,124.5,2
Ari Lennox,2016,71.0,52.8,69.2,122.1,4
Ari Lennox,2019,72.7,46.2,45.0,134.3,7
Ariana Grande,2013,64.5,87.7,86.1,82.3,1
Ariana Grande,2014,61.2,70.4,31.3,114.2,4
Ariana Grande,2016,67.3,66.6,42.2,127.2,5
Ariana Grande,2017,54.7,87.7,36.5,150.1,1
Ariana Grande,2018,67.6,50.6,45.6,116.4,11
Ariana Grande,2019,66.5,54.3,43.7,124.3,10
Ariel Pink,2010,66.5,59.0,57.7,110.1,1
Ariel T,2019,68.1,40.1,57.1,115.4,3
Aries,2018,54.8,63.0,33.8,76.0,1
Arin Ray,2019,71.2,47.3,32.7,87.0,1
Aristic,2019,41.0,99.2,44.1,170.0,1
Arizona Zervas,2017,71.6,95.1,75.2,106.0,1
Arizona Zervas,2018,78.1,58.4,49.4,120.1,2
Arizona Zervas,2019,67.8,71.2,50.0,118.9,2
Arjuna Oakes,2019,52.5,50.6,39.5,79.3,2
Arlissa,2018,60.9,83.0,60.4,117.8,1
Arlo Parks,2019,67.7,39.4,53.9,97.0,1
Arman Cekin,2016,66.2,90.1,34.1,90.0,1
Armand Van Helden,2012,68.4,85.0,92.5,130.0,1
Armand Van Helden,2018,78.4,89.6,32.5,125.0,1
Armando,2019,65.0,86.1,36.3,128.0,1
Armando Infante,2019,73.1,70.1,84.8,92.0,1
Armin van Buuren,2013,57.1,86.9,27.5,128.7,5
Armin van Buuren,2014,60.3,92.3,23.4,130.7,5
Armin van Buuren,2015,64.6,74.1,24.2,125.0,2
Armin van Buuren,2016,55.4,87.2,25.9,130.0,3
Armin van Buuren,2017,58.9,85.0,31.9,117.3,3
Armin van Buuren,2018,57.2,84.8,33.2,129.6,5
Armin van Buuren,2019,57.1,87.4,33.3,126.6,14
Armin van Buuren,2020,67.8,99.0,23.5,128.0,1
Arno Cost,2014,59.4,84.7,52.1,128.0,1
Arnold Palmer,2019,70.2,90.3,54.6,126.0,1
AronChupa,2018,76.2,72.4,77.5,132.0,1
AronChupa,2019,76.7,47.7,55.6,123.0,1
Around The Way,2017,62.1,69.6,62.1,191.8,1
Arrested Development,1992,81.6,65.3,65.5,99.9,1
Arrested Youth,2018,51.6,78.3,39.6,89.5,1
Arrested Youth,2019,67.4,81.1,61.8,138.5,4
Arston,2014,64.0,94.2,5.9,128.0,1
Art Aguilera,2018,59.4,91.1,55.3,150.0,1
Art Of Dying,2011,31.3,90.1,42.7,110.8,1
Art Of Dying,2015,58.0,96.4,61.9,96.0,1
Art Of Dying,2019,57.4,93.6,49.9,124.0,1
ArtOfficial,2011,60.5,69.2,63.0,92.8,1
Arthur Conley,2005,59.0,65.9,96.5,80.2,1
Artifacts,1994,75.6,58.5,68.8,127.2,2
Artigeardit,2019,78.3,61.1,52.6,97.9,1
Artin,2018,58.5,87.7,10.0,128.0,1
Artists for Peace and Justice,2020,62.6,46.9,33.3,132.4,1
Artury Pepper,1905,66.5,61.4,14.1,128.0,1
Artury Pepper,2018,54.7,56.5,54.2,128.0,1
Aruhtra,2019,49.7,89.6,77.8,118.4,1
Arva,2019,68.5,79.7,69.2,125.0,2
Arvo to me,2018,80.9,28.7,65.1,84.0,1
Arythma,2009,41.0,88.3,51.8,158.1,1
Aryue,2019,81.1,88.1,66.4,125.0,1
As Bahias e a Cozinha Mineira,2019,42.8,46.4,26.9,145.6,2
As I May,2017,59.3,81.7,15.6,115.0,1
As Tequileiras do Funk,2014,88.8,75.8,39.6,126.0,1
Asfalto Rec,2020,65.1,72.0,45.1,158.0,1
Ashanti,2002,69.5,63.4,69.7,90.0,3
Ashanti,2003,70.6,58.6,58.6,93.0,2
Ashe,2019,58.9,44.0,31.2,103.9,2
Asher Knight,2019,65.7,73.0,24.9,92.9,1
Ashes Remain,2011,59.0,82.3,57.1,130.0,1
Ashes to Embers,2019,33.9,97.7,26.2,181.0,1
Ashim,2018,62.4,45.2,12.0,70.8,1
Ashim,2019,67.5,41.5,69.6,79.4,1
Ashlee Simpson,2004,53.2,80.7,75.9,87.2,1
Ashley O,2019,73.7,81.0,38.7,125.0,1
Ashley Slater,2018,65.8,85.6,79.6,204.1,1
Ashley Tisdale,1905,69.4,70.9,56.6,115.0,1
Ashley Tisdale,2007,61.5,89.8,48.5,140.1,1
Ashley Tisdale,2019,72.7,70.2,52.5,110.0,1
Ashlie Amber,2019,41.3,61.3,40.8,171.8,1
Asia,1982,32.3,83.9,54.3,136.2,1
Asking Alexandria,2013,46.9,91.6,28.7,144.0,1
Asking Alexandria,2019,61.2,90.6,18.3,140.0,2
Aslove,2017,66.6,61.8,34.7,116.0,1
Asmarani,2019,81.0,56.5,66.5,113.0,1
Aso,2018,77.2,41.4,34.1,85.8,2
Aston Martinez,1905,81.9,70.9,72.4,127.0,1
Astrid S,2015,69.8,57.6,21.3,105.0,2
Astrid S,2016,68.1,59.4,41.7,120.1,1
Astrid S,2019,67.2,49.7,35.5,122.8,7
Astrojaxx,2019,59.5,80.4,43.5,104.9,1
Ata Kak,2015,90.7,66.0,97.3,130.8,1
AtellaGali,2017,78.3,76.6,51.3,100.0,1
Atlantic Starr,1987,60.6,53.4,32.8,130.9,1
Atlas,2019,46.0,94.1,27.9,160.0,1
Atlas For Infinity,2019,37.2,66.5,8.8,130.0,1
Atlas Genius,2013,69.2,87.0,69.1,141.0,2
Atlas Genius,2015,56.8,74.6,40.9,125.0,1
Atlas Genius,2019,55.9,83.3,44.3,100.0,1
Atlas in Motion,2020,58.5,29.0,30.5,158.0,1
Atmosphere,2008,84.9,53.1,77.0,91.9,1
Atreyu,2018,33.9,94.3,42.7,185.0,1
Attom,2017,57.5,78.7,24.6,140.0,1
Attom,2019,57.7,55.4,18.1,105.1,1
Audax,2019,67.8,84.4,43.9,123.8,4
Audible Mainframe,2013,67.5,57.7,45.2,89.6,1
Audien,2013,62.3,88.4,52.1,128.0,3
Audien,2018,53.4,76.5,11.7,128.0,1
Audien,2019,62.9,66.9,39.1,120.3,3
Audio Storm,2018,77.6,50.2,48.0,123.0,1
Audioslave,2002,61.4,56.8,51.6,107.8,1
Audioslave,2005,42.3,84.5,31.7,116.6,1
Audrey,2019,80.7,41.1,63.5,68.5,1
Audrey Mika,2019,65.7,52.1,52.9,115.8,2
August Alsina,2013,64.3,59.2,40.5,123.9,1
August Roads,2019,55.1,30.4,11.5,150.0,1
August Wahh,2019,58.1,51.4,25.8,80.0,1
Aunty Social,2020,56.6,73.7,13.8,120.0,1
Auralist,2019,49.3,90.3,13.8,120.0,1
Austin Mahone,1905,68.4,78.4,63.6,118.6,3
Austin Mahone,2016,75.1,82.9,67.2,126.0,1
Austin Moon,2012,53.4,79.7,72.0,180.0,1
Austin Moon,2015,66.9,59.3,28.1,88.0,1
Austin Pettit,2019,63.6,69.9,31.7,125.0,2
Australia United,2015,72.2,86.3,77.2,120.0,1
Autoerotique,2018,82.5,92.5,56.7,123.0,1
Autograf,2015,76.8,69.4,49.1,117.5,2
Auxxk,2016,55.2,66.7,16.4,133.8,4
Auxxk,2017,56.3,78.3,19.7,110.2,3
Ava Max,2018,68.3,70.7,48.3,120.3,3
Ava Max,2019,66.1,79.4,57.3,124.3,8
Ava Raiin,2017,54.1,66.8,40.0,160.0,1
AvaGrace,2019,43.5,91.0,46.7,146.1,1
Avail Hollywood,2011,76.6,55.5,71.4,105.0,1
Avalon,2012,66.5,89.7,10.1,142.0,1
Avant,2003,75.5,38.1,69.5,73.1,1
Avazesa,2019,76.2,73.8,82.4,108.0,1
Avenged Sevenfold,2013,57.8,91.1,44.7,123.0,2
Aventura,2002,80.4,56.0,76.8,133.7,1
Aventura,2005,75.0,66.8,74.6,153.0,2
Aventura,2006,71.8,75.8,67.6,175.8,1
Aventura,2009,81.2,50.6,70.1,125.9,1
Aventura,2019,77.0,77.5,84.8,124.0,1
Avenza,2019,66.4,85.0,38.5,121.6,2
Average White Band,1905,76.8,85.3,88.9,107.2,1
Averdeck,2019,66.1,95.3,33.5,132.2,1
Avi Ness,2014,70.5,46.2,59.1,123.0,1
Avicii,2010,60.6,99.3,12.5,128.0,1
Avicii,2011,58.0,87.0,53.0,126.0,3
Avicii,2012,54.1,79.3,70.4,128.0,3
Avicii,2013,56.3,73.8,41.5,125.3,7
Avicii,2014,62.8,72.3,52.1,123.4,5
Avicii,2015,65.9,79.5,60.3,122.4,7
Avicii,2017,59.9,75.0,35.4,122.0,4
Avicii,2019,64.7,78.5,38.3,119.1,7
Avinash Kalra,2019,61.3,65.8,15.2,160.1,1
Avine Vinny,2019,56.6,83.4,67.9,131.3,3
Aviscerall,2019,67.4,64.8,32.9,85.0,1
Avoure,2019,61.1,83.3,26.1,123.0,1
Avril Lavigne,1905,41.4,93.6,74.0,170.2,1
Avril Lavigne,2002,58.5,77.6,42.7,78.0,1
Avril Lavigne,2007,56.0,95.9,67.0,164.0,1
Avril Lavigne,2011,57.1,93.2,86.4,150.0,1
Avril Lavigne,2013,38.9,66.7,11.8,164.2,1
Awake At Last,2019,65.8,91.8,58.8,112.0,1
Awaker,2019,58.1,93.3,3.8,127.9,1
Awich,2020,60.4,77.0,79.2,84.5,1
Awon,2015,58.2,66.8,61.2,178.0,1
AxLi,2018,60.1,57.1,26.5,123.9,3
AxLi,2019,68.5,66.0,29.2,126.5,2
Axel Boy,2019,65.8,97.1,23.6,136.5,3
Axel Johansson,2018,44.5,59.7,26.3,175.9,1
Axel White,2020,46.1,73.5,59.0,126.8,1
Axero,2019,81.4,61.7,85.6,112.0,1
Axian,2018,73.0,59.4,53.8,82.0,1
Axollo,2018,70.1,62.5,34.8,118.0,1
Axwell,2005,64.2,89.4,74.4,128.0,2
Axwell,2009,52.5,84.9,27.7,128.1,1
Axwell,2013,64.9,96.6,25.7,130.0,1
Aya Nakamura,2019,85.7,65.3,59.1,96.0,3
AyiTe,2019,52.7,86.5,62.7,77.6,1
Aymee Nuviola,2019,75.0,87.9,89.8,105.0,1
Ayo Jay,2016,58.8,61.0,64.5,99.9,1
Aystar,2018,93.6,67.1,63.1,102.0,1
Az Yet,1996,54.6,47.8,29.0,145.9,2
Azad,2017,70.3,74.1,38.8,167.8,1
Azerkd,2019,69.0,98.4,12.8,128.0,1
Azet,2016,68.3,66.7,55.0,104.7,4
Azet,2017,72.9,86.8,62.5,122.4,2
Azet,2019,93.3,52.4,29.6,102.0,1
Azide,2019,45.5,65.9,5.1,151.3,1
Azul Violeta,1996,53.2,59.9,34.1,174.2,1
Azzi Memo,2017,47.4,67.9,7.8,129.9,1
Azzy,2019,88.3,50.6,27.7,120.0,1
B Mus,2018,76.4,86.7,67.7,124.0,1
B Wise,2019,80.0,70.7,28.1,145.0,1
BAARD,2019,51.2,68.2,59.8,112.0,1
BADBADNOTGOOD,2017,34.9,35.3,18.1,79.5,1
BANKS,2013,51.1,67.8,40.5,212.1,1
BANKS,2016,50.8,49.7,33.2,116.0,13
BANKS,2019,76.2,61.9,59.6,120.0,1
BANNERS,2016,64.2,77.0,61.8,95.0,1
BANNERS,2017,46.0,92.8,68.4,75.0,1
BAYNK,2016,80.5,65.8,30.5,115.0,1
BAYNK,2019,70.0,53.3,49.6,118.5,3
BB Brunes,1905,57.7,62.3,71.5,129.6,1
BB Diamond,2015,76.3,37.0,28.3,114.1,1
BB Nobre,2019,76.0,71.8,41.6,137.9,2
BCX,2015,80.5,63.7,57.7,120.0,1
BEAM,2019,81.2,70.9,88.1,99.9,1
BEATSMASH,2019,50.5,78.4,39.5,77.4,1
BEATSMASH,2020,36.7,74.2,22.3,149.9,1
BENEE,2019,83.2,61.0,69.8,123.0,2
BENNIK,2018,78.3,45.7,57.1,108.0,1
BIMONTE,2019,60.4,81.0,6.4,128.0,1
BIR,2018,88.5,58.0,94.0,94.0,1
BJ The Chicago Kid,2016,73.4,77.6,84.3,78.5,1
BJ The Chicago Kid,2017,68.8,61.1,21.2,110.0,1
BJ The Chicago Kid,2019,63.1,80.0,85.7,87.5,1
BLACHA,2018,71.5,78.5,50.4,121.1,1
BLACHA,2019,69.3,65.2,42.0,104.8,4
BLACKPINK,2017,78.6,85.3,45.0,125.0,1
BLACKPINK,2018,65.5,90.0,61.3,130.6,3
BLACKPINK,2019,73.8,86.1,58.0,132.0,1
BLAEKER,2018,62.4,67.4,46.4,179.9,1
BLENDER,2019,73.4,61.2,72.8,145.0,1
BLO,2010,40.3,44.7,48.1,139.1,1
BLR,2019,75.3,87.6,20.5,124.0,1
BLVK JVCK,2019,72.3,91.2,47.5,145.4,1
BLVK SWVN,2019,41.8,99.2,11.3,130.0,1
BOARCROK,2015,61.2,98.7,41.2,160.1,1
BOBBY,2016,66.6,94.8,52.3,101.0,1
BONES,2014,69.0,40.0,14.0,96.0,1
BONES,2015,69.4,49.9,20.9,136.6,5
BONES,2017,66.5,45.2,24.4,145.1,3
BONES,2018,71.9,53.0,22.0,123.8,5
BONES,2019,60.5,47.6,17.1,122.6,6
BONES UK,2018,57.3,83.3,58.5,82.0,1
BONIK,2020,73.6,71.6,31.6,130.0,1
BONNIE X CLYDE,2017,57.6,86.7,42.3,155.1,1
BONNIE X CLYDE,2019,51.5,80.1,6.2,150.1,1
BORCREW,2019,69.8,71.4,52.2,116.5,4
BRADO,2020,85.8,51.7,49.7,100.0,1
BRAN,2020,52.2,69.5,12.1,159.8,1
BRKLYN,2018,69.3,72.6,22.4,100.1,1
BROCKBEATS,2018,73.7,36.4,71.4,91.5,3
BROCKHAMPTON,2017,68.4,55.7,51.9,99.8,11
BROCKHAMPTON,2019,64.1,60.2,55.1,130.6,5
BROHUG,2019,67.0,90.3,28.2,124.9,3
BROMYGO,2019,73.6,91.0,29.9,127.0,1
BTNG,2017,59.6,69.1,22.7,129.9,2
BTS,2015,48.6,88.0,71.0,158.0,1
BTS,2016,57.2,79.8,66.7,150.4,2
BTS,2017,60.6,80.8,66.6,149.9,2
BTS,2018,73.4,85.5,42.2,126.0,1
BTS,2019,64.2,69.3,45.8,104.9,5
BURNS,2012,71.3,72.0,38.5,128.0,1
BURNS,2013,54.5,90.1,30.2,125.1,1
BVDGE,2019,82.2,89.3,76.7,80.0,1
BVNDIDOS,2019,90.4,56.0,26.6,133.0,1
BVNDIT,2019,65.2,83.7,56.2,108.0,1
BYNON,2015,75.6,56.7,62.6,122.0,1
Baani Sandhu,2019,69.8,81.4,68.1,167.0,2
Baauer,2013,45.2,79.4,28.2,137.8,1
Baauer,2018,50.6,49.0,12.0,147.9,1
Baba Saad,1905,62.3,96.5,47.8,92.5,1
Baba Saad,2017,59.8,68.7,46.6,117.5,3
Baby Bash,2003,66.2,74.8,53.5,82.3,1
Baby Blue,2017,71.9,75.3,57.7,98.0,1
Baby Doll,2008,67.2,54.6,45.8,128.1,1
Baby K,2019,83.7,57.7,73.0,109.9,1
Baby Keem,2019,83.0,56.4,10.7,85.0,1
