track_artist,released_year,danceability,energy,valence,tempo,number_of_songs
Tiwa Savage,2017,78.8,72.1,65.3,105.2,1
Tiziano Ferro,2019,65.2,57.2,39.3,108.5,3
Tobi,2019,70.0,57.0,36.6,142.0,2
Tobtok,2018,60.6,62.1,51.6,123.9,1
Tobtok,2019,72.8,87.5,64.0,124.0,1
Tobu,2013,43.8,66.3,42.4,125.8,1
Toby Beck,2020,86.1,45.0,33.6,97.0,1
Toby Green,2016,61.8,90.6,54.4,125.0,1
Toby Green,2017,60.5,97.3,25.8,125.0,1
Toby Green,2019,68.0,74.2,10.7,121.6,1
TobyMac,2018,61.8,80.4,33.5,137.9,1
TobyMac,2019,67.0,68.4,54.7,120.3,3
Toda la Vida,2017,76.6,82.5,42.9,107.0,3
Toda la Vida,2018,69.6,59.2,36.6,137.5,2
Today,1990,72.1,62.0,69.9,110.0,1
Today,1993,81.7,68.5,72.8,105.6,1
Today,1998,76.7,88.3,66.3,112.0,1
Today,2008,72.9,62.7,73.2,104.2,1
Todd Rundgren,1905,58.0,84.0,79.4,103.6,2
Todd Terje,2014,63.4,85.8,23.7,124.0,1
Todd Terje,2016,80.0,68.4,22.4,120.0,1
Toddla T,2019,72.2,73.5,19.8,128.9,1
Tohaj,2018,66.8,42.4,55.0,80.6,1
Tokyo Machine,2019,74.0,93.4,61.7,128.1,1
Tokyo Tav,2019,69.1,93.9,79.4,124.8,1
Tolento Jones,2019,56.5,54.7,27.8,164.2,1
Tom Aspaul,2013,54.5,78.7,40.3,177.0,1
Tom Cochrane,1905,68.3,75.1,84.1,103.0,1
Tom Crusher,2018,72.2,95.5,36.9,128.0,1
Tom Doolie,2019,59.0,42.7,34.3,118.9,1
Tom Ferry,2019,66.0,84.2,42.2,122.0,2
Tom Goss,2019,64.7,32.5,9.6,138.0,1
Tom Jones,1987,49.6,59.6,90.5,92.7,1
Tom Misch,2015,79.0,45.1,32.0,107.6,8
Tom Misch,2016,79.9,41.2,30.3,97.7,4
Tom Misch,2018,78.6,52.1,29.3,108.4,5
Tom Noize,2018,67.0,80.1,20.2,123.0,1
Tom Novy,2017,68.4,61.2,34.4,124.0,1
Tom Odell,2014,56.3,86.3,33.6,128.0,1
Tom Odell,2016,51.8,12.6,16.6,76.0,1
Tom Petty,1989,67.6,51.5,67.8,104.9,3
Tom Petty,1994,65.1,40.8,70.6,115.5,2
Tom Petty,2008,46.3,92.3,78.8,170.0,1
Tom Petty and the Heartbreakers,1976,58.8,58.7,73.4,114.1,2
Tom Petty and the Heartbreakers,1979,66.8,75.5,86.1,116.4,2
Tom Petty and the Heartbreakers,1991,63.0,67.4,83.2,99.5,2
Tom Petty and the Heartbreakers,2000,55.5,79.8,70.3,134.5,4
Tom Petty and the Heartbreakers,2018,48.5,80.9,55.0,125.0,1
Tom Redwood,2016,81.3,53.2,29.0,108.0,1
Tom Staar,2019,66.7,97.5,3.9,126.0,1
Tom Swoon,2013,56.3,99.5,9.2,128.0,1
Tom Swoon,2014,46.9,75.3,38.8,128.0,2
Tom Swoon,2015,49.0,83.3,25.5,128.0,1
Tom Swoon,2017,56.6,70.1,35.8,100.0,1
Tom Thomson,2018,87.6,51.9,53.3,103.0,1
Tom Waits,1999,71.9,26.1,45.3,104.9,1
Tom Waits,2004,37.9,39.6,45.0,130.7,1
Tom Walker,2019,57.5,64.2,40.4,96.2,4
Tomas Skyldeberg,2018,82.0,57.0,51.7,108.0,1
Tomas Skyldeberg,2019,70.8,77.6,26.0,105.0,2
Tommaso Paradiso,2019,56.8,67.8,24.1,105.0,1
Tommie Sunshine,2016,58.4,86.0,10.9,128.0,1
Tommie Sunshine,2018,78.4,88.3,77.8,126.0,1
Tommie Sunshine,2019,66.1,99.1,81.7,128.1,1
Tommy,2016,85.8,36.8,63.3,81.9,1
Tommy Boysen,2017,80.9,52.8,49.1,103.9,1
Tommy Boysen,2019,70.4,58.9,61.8,190.0,1
Tommy Boysen,2020,82.0,78.2,80.5,88.0,1
Tommy Genesis,2019,85.9,62.0,33.0,125.0,1
Tommy Ice,2019,69.4,41.9,15.4,86.0,1
Tommy James,2008,44.9,69.8,62.4,83.2,1
Tommy Mc,2020,71.8,96.4,48.7,124.0,1
Tommy Newport,2018,67.1,51.4,39.5,168.0,1
Tommy Strauser,2019,62.2,61.6,39.2,92.3,1
Tommy Torres,2008,53.2,57.8,48.7,83.0,1
Tommy Torres,2019,36.8,50.0,63.2,77.6,1
Tommy Trash,2011,78.4,68.9,44.4,128.0,2
Tommy Trash,2012,70.4,96.2,7.2,128.0,1
Tommy Tutone,1981,58.4,70.8,56.4,137.7,1
Tomoko Aran,1905,75.3,50.9,66.8,116.5,4
Tomsize,2014,52.4,83.1,15.1,132.0,1
Tonasia,2009,64.1,87.2,72.2,121.0,1
Tone Depth,2017,78.9,65.7,3.2,122.0,1
Tone West,2019,58.4,85.5,83.3,83.8,1
Tones and I,2019,68.9,46.2,30.3,97.3,6
Toni Braxton,1905,73.9,94.7,76.3,88.0,1
Toni Braxton,1993,68.6,73.7,63.4,140.1,5
Toni Braxton,1996,75.6,52.6,78.4,130.1,2
Toni Braxton,2009,33.6,33.9,20.7,179.8,1
Toni Lo,2013,68.4,79.2,57.9,123.6,3
Tonny Tun Tun,2012,66.0,79.3,74.9,179.5,1
Tony Allen,2009,72.1,60.4,95.0,120.0,1
Tony Avila,2011,81.4,50.4,90.2,90.0,2
Tony C,2010,79.5,92.8,56.3,128.0,1
Tony Castles,2011,45.1,87.2,34.8,180.1,1
Tony Dark Eyes,2014,57.6,76.9,18.4,128.0,2
Tony Dize,1905,64.1,67.4,89.4,214.0,1
Tony Dize,2006,76.7,65.7,90.6,90.0,1
Tony Dize,2007,78.7,67.9,87.5,90.0,1
Tony Dize,2009,71.9,77.3,75.9,120.0,1
Tony Dize,2010,74.2,70.4,96.0,84.0,1
Tony Dize,2012,61.7,66.0,89.5,214.0,1
Tony Dize,2013,80.6,83.7,78.0,106.0,1
Tony Dize,2014,72.2,82.3,67.9,107.0,2
Tony Dize,2015,76.6,81.5,73.5,100.0,2
Tony Junior,2013,74.1,91.8,23.4,130.0,1
Tony Junior,2015,54.1,93.1,3.8,128.0,1
Tony Junior,2016,66.0,85.3,50.7,128.0,1
Tony Romera,2019,67.3,88.2,39.6,121.5,2
Tony Succar,2019,70.7,84.8,79.3,101.7,3
Tony Terry,1990,61.9,49.2,55.3,131.9,1
Tony Thompson,1995,66.8,60.0,62.6,122.1,3
Tony Tspoon,2017,44.3,59.7,26.9,131.9,1
Tony Yayo,2005,56.9,86.9,70.7,96.1,1
TooManyLeftHands,2015,62.7,87.6,41.8,112.0,1
TooManyLeftHands,2017,70.2,86.2,71.1,108.0,1
TooManyLeftHands,2018,57.0,86.6,31.8,128.9,2
TooManyLeftHands,2019,70.4,78.3,63.9,116.0,3
Toonorth,2018,48.4,25.4,70.5,148.5,1
Toothgrinder,2019,47.8,88.7,33.5,150.2,1
Topic,2016,73.2,67.6,37.7,125.0,3
Topic,2018,65.7,66.0,42.1,155.9,1
Topic,2019,68.3,74.4,50.3,126.1,3
Toploader,2009,63.9,84.5,87.1,119.5,1
Tora,2017,72.8,48.0,9.4,128.0,1
Tori Amos,1994,63.1,63.8,81.2,133.7,1
Tori Kelly,1905,67.5,50.6,32.2,129.9,1
Tori Kelly,2013,62.7,59.2,46.2,167.9,1
Tori Kelly,2015,71.2,90.2,85.4,110.0,1
Tori Templet,2020,72.3,37.2,38.7,78.0,1
Torio,2019,55.8,75.0,11.9,128.0,1
Toro y Moi,2011,74.6,67.6,85.4,115.0,1
Toro y Moi,2013,64.0,66.5,23.8,144.0,1
Toro y Moi,2019,87.8,77.9,77.8,115.0,1
Tory Lanez,2015,61.6,60.6,28.2,118.6,2
Tory Lanez,2016,53.9,52.8,25.2,190.2,1
Tory Lanez,2018,69.8,66.0,45.1,160.0,1
Tory Lanez,2019,79.3,70.3,34.1,108.4,5
Toser One,2019,82.4,67.6,81.7,172.7,1
Toser One,2020,68.4,78.5,57.6,164.1,1
Total,1996,74.4,57.4,80.5,86.3,1
ToteKing,2008,49.3,86.3,50.5,85.7,1
Tovaritch,2019,73.4,70.6,44.0,150.1,1
Tove Lo,2014,72.2,69.6,13.3,120.0,4
Tove Lo,2015,52.3,57.4,11.8,124.2,1
Tove Lo,2016,67.1,71.0,23.3,102.0,1
Tove Lo,2019,71.8,67.7,47.4,126.0,3
Tove Lo,2020,91.9,68.7,67.5,101.0,1
Tove Styrke,2015,40.6,94.9,45.7,160.0,1
Tower Of Power,1973,66.6,73.3,59.7,101.9,1
Town Mountain,2008,47.0,39.1,40.8,169.9,1
Tracie Spencer,1990,59.4,52.1,78.9,167.6,1
Trackhead,2019,79.4,63.0,44.1,124.0,1
Tracy Chapman,1988,71.1,29.2,19.4,104.0,1
Trae Tha Truth,2013,67.6,92.0,43.4,127.1,1
Trae Tha Truth,2014,77.2,53.2,18.7,110.1,1
Traffic,1968,46.8,52.7,74.9,94.8,1
Tragedy Channel,2019,57.8,53.8,21.1,136.0,1
Train,1905,39.3,82.5,54.4,99.2,1
Train,2001,46.8,64.0,49.9,79.3,1
Train,2010,67.3,88.6,79.5,97.0,1
Trampled by Turtles,2011,52.3,48.2,28.3,79.6,1
Transit,2011,52.9,89.9,69.9,139.0,1
Transviolet,2015,42.7,39.8,11.4,139.2,1
Transviolet,2019,55.5,83.4,47.5,170.0,1
Transviolet,2020,69.2,75.6,23.3,117.0,1
Trap Capos,2018,74.4,69.6,40.6,120.2,1
Trapical,2019,66.7,74.6,96.2,150.0,1
Trapt,1905,49.0,96.0,39.8,136.0,2
Trapt,2002,46.8,91.4,52.2,149.5,2
Trapt,2005,34.9,96.4,36.0,162.0,1
Traumer,2015,77.3,49.1,56.1,123.0,1
Travel Light,2019,45.6,90.2,54.6,84.0,1
Travel With The Sun,2019,51.1,56.9,28.7,130.8,8
Traveling Wilburys,1988,67.5,75.2,74.5,115.1,1
Travis,2001,33.0,90.5,25.9,163.1,1
Travis,2007,53.8,58.1,26.9,108.1,1
Travis Barker,2019,72.5,67.5,44.4,93.1,1
Travis Greene,2012,61.7,39.3,34.3,82.2,1
Travis Porter,2012,90.5,78.2,79.8,96.1,1
Travis Scott,2015,71.3,52.6,13.1,131.0,1
Travis Scott,2016,73.4,62.7,30.0,129.0,2
Travis Scott,2017,80.6,55.9,18.4,141.4,2
Travis Scott,2018,64.3,71.8,26.8,147.2,5
Travis Scott,2019,57.8,45.9,8.7,114.8,2
Trazmo,2019,66.8,87.5,5.8,115.0,1
Trebol Clan,2004,67.2,54.0,20.8,172.0,1
Trebol Clan,2015,74.4,92.1,71.8,93.0,1
Trellion,2019,37.1,19.6,21.9,66.2,1
Trending,2017,80.2,87.8,76.0,100.0,1
Trent Reznor and Atticus Ross,2016,48.1,5.3,4.0,115.9,1
Tres Coronas,2005,72.0,72.6,86.7,85.5,1
Tres Coronas,2006,64.1,74.7,75.7,89.0,1
Trevor Dahl,2015,63.5,89.1,48.4,105.0,1
Trevor Daniel,2018,78.4,43.0,23.6,127.1,1
Trevor Omoto,2020,66.2,90.4,20.2,128.1,1
Trey Songz,2007,69.9,69.9,61.1,95.0,1
Trey Songz,2017,67.8,46.2,12.1,129.9,1
Treyy G,2019,76.7,60.4,27.7,128.0,1
Tribo da Periferia,2019,76.9,54.6,32.7,138.3,3
Trick Daddy,1999,78.4,69.6,73.1,154.4,2
Trick Daddy,2000,79.2,73.3,65.3,144.9,1
Trick Daddy,2001,91.5,71.8,78.9,128.2,4
Trick Daddy,2002,97.4,58.6,68.9,114.0,1
Trick Daddy,2004,74.8,76.7,51.9,133.9,1
TrifeDrew,2019,68.8,68.9,57.8,184.1,1
Triggerfinger,2016,76.6,73.3,62.6,112.0,1
Trilane,2019,51.1,71.6,22.6,125.0,1
Trill Pem,2019,77.4,53.0,30.0,142.0,2
Trillville,1905,77.7,81.0,78.7,78.0,1
Trillville,2004,90.0,51.5,65.9,85.0,1
Trillville,2009,90.1,51.2,63.8,85.0,1
Trinere,1905,78.8,69.8,79.0,123.7,2
Trinix,2015,77.5,57.6,29.8,92.0,1
Trinix,2020,67.0,52.1,71.6,116.0,1
Triomphe,2019,66.6,52.2,24.4,115.4,6
Trip Lee,2014,87.8,63.6,64.0,135.1,1
Triple C,2013,93.6,47.9,76.8,98.3,1
Triple C,2018,93.3,86.1,91.4,95.6,1
Triple H,2018,75.6,85.8,68.5,98.0,1
Triple One,2019,74.4,55.2,57.7,140.0,1
Triple Seven,2013,69.9,90.6,81.0,154.0,2
Trippie Redd,2017,65.9,61.4,26.0,119.4,1
Trippie Redd,2019,75.8,65.2,55.2,134.1,8
Tristam,2013,45.2,74.8,18.3,140.1,1
Tritonal,2014,47.0,84.9,29.4,128.0,3
Tritonal,2015,54.2,79.5,25.1,129.0,1
Tritonal,2016,52.8,75.0,33.5,128.7,4
Tritonal,2017,67.9,76.9,65.7,121.1,1
Tritonal,2018,67.9,82.6,49.0,122.0,1
Tritonal,2019,53.0,80.1,35.9,110.4,5
Tritonal,2020,51.1,79.5,41.5,129.8,1
Triumph,2010,22.8,87.2,27.8,91.7,1
Trivium,2013,46.1,98.7,30.9,142.0,1
Trobi,2019,56.9,80.8,30.2,126.0,2
Troop,1988,76.2,60.2,86.4,104.8,2
Troop,1989,70.1,68.7,68.2,110.0,4
Troop,1991,82.4,59.4,54.6,98.0,1
Troop,1992,62.5,85.6,84.5,106.1,1
Troop,2014,69.0,56.9,56.3,120.7,1
Tropixx,2016,63.8,66.7,36.1,111.0,3
Tropkillaz,2015,70.1,84.4,8.8,100.0,1
Trouble,2017,45.6,84.4,45.0,173.9,1
Trove,2020,51.8,77.4,69.0,92.0,1
Troy,2007,70.6,71.4,45.7,119.5,2
Troy Murray,2017,71.3,64.9,32.0,101.0,1
TroyBoi,2015,74.0,83.1,35.7,91.0,1
Troye Sivan,2015,64.5,69.3,62.8,114.5,3
Troye Sivan,2016,52.2,83.4,34.6,100.0,1
Troye Sivan,2018,68.1,66.4,53.2,114.2,6
Tru Comers,2019,69.0,42.7,18.3,77.7,1
True Damage,2019,64.2,68.3,58.4,154.9,1
Trynket,2019,59.4,61.8,36.8,150.0,1
Tuamie,2019,40.8,95.6,54.4,87.8,1
Tubeway Army,1979,42.3,74.3,41.7,93.9,1
Tucka,2009,84.5,73.0,86.4,107.0,1
Tucka,2011,80.4,67.3,89.1,107.6,3
Tucka,2014,78.3,67.0,96.5,106.0,1
Tucka,2016,84.9,56.5,88.4,96.5,2
Tuff Crew,2013,91.1,91.3,83.4,114.0,1
Tuff London,2018,77.9,97.3,53.5,124.0,1
Tujamo,2012,87.6,74.5,34.9,125.0,1
Tujamo,2014,80.3,87.5,42.7,127.0,1
Tujamo,2015,69.6,97.8,54.2,128.0,3
Tujamo,2016,58.6,89.6,10.3,125.7,1
Tujamo,2017,70.5,92.4,38.2,126.5,2
Tujamo,2018,76.4,91.7,41.3,123.9,2
Tujamo,2019,73.7,88.4,46.6,128.0,8
Tune In Crew,2019,85.7,57.9,70.9,113.0,1
Tunebased,2019,64.5,74.8,7.9,124.9,1
Tungevaag,2015,56.0,83.6,38.0,127.6,1
Tungevaag,2016,56.9,78.9,60.3,160.0,1
Tungevaag,2017,58.4,77.6,36.7,168.0,1
Tunnel Rats,2001,74.7,73.2,78.2,82.1,1
Turbonegro,2005,27.5,98.0,45.5,185.0,1
Turma do Pagode,2018,54.3,75.4,74.9,166.2,1
Turma do Pagode,2019,62.8,78.3,77.4,157.9,2
Tutto Duran,2019,67.3,87.1,94.8,96.0,1
Tuxedo,2014,81.8,85.8,75.3,119.6,1
Tvbuu,2018,74.6,84.1,24.0,90.0,2
Tvbuu,2019,70.9,63.5,38.5,150.5,3
Tweet,2002,66.0,53.6,77.5,160.0,1
Twenty One Pilots,2015,65.3,73.3,59.3,131.0,5
Twenty One Pilots,2016,73.2,39.6,54.8,90.0,1
Twenty One Pilots,2018,67.2,64.1,41.6,90.0,2
Twerkteam,2015,86.7,86.0,33.1,100.0,1
Twin Atlantic,2019,40.4,95.2,36.9,154.0,1
Twin Shadow,2010,65.6,81.2,64.7,105.0,2
Twin Shadow,2013,61.2,69.5,40.4,116.1,1
Twin Theory,2019,67.7,57.9,78.2,109.3,1
Twista,2004,65.3,76.7,65.5,141.5,3
Twisted Illusion,2019,49.7,95.1,34.7,75.0,1
Twisted Sister,1905,50.3,91.8,79.6,127.7,2
Twisted Sister,2009,58.8,73.1,60.6,106.2,1
Two Another,2016,79.5,54.9,58.2,108.0,1
Two Can,2016,57.0,87.8,15.8,126.0,1
Two Door Cinema Club,2010,60.6,82.8,71.6,129.5,2
Two Door Cinema Club,2012,58.8,64.2,59.8,122.5,2
Two Door Cinema Club,2016,77.0,72.9,84.1,115.0,1
Two Feet,2016,77.2,35.6,30.6,106.9,4
Two Feet,2017,69.1,34.9,20.5,113.2,3
Two Feet,2019,57.7,83.3,16.6,105.0,1
Two Figures,2017,86.8,57.9,41.6,123.0,1
Two Figures,2018,90.1,96.4,69.4,125.0,1
Two Friends,2014,53.9,84.9,43.2,128.0,1
Two Friends,2017,66.3,82.4,58.8,126.1,1
Two Friends,2019,72.9,62.5,66.7,100.0,1
Two Neighbors,2019,67.1,58.8,25.5,134.0,1
Two Neighbors,2020,51.1,61.3,42.6,174.8,1
Two Sleepy,2018,78.8,56.9,85.8,87.6,1
Two Sleepy,2020,54.2,36.6,5.5,115.7,1
Tycho,2014,55.2,87.8,59.8,176.1,1
Tycho,2018,34.0,68.3,16.9,125.0,1
Tye Tribbett,2004,78.2,39.2,43.2,95.1,1
Tyga,2012,78.3,51.6,36.4,105.5,3
Tyga,2013,79.6,81.7,61.7,116.3,2
Tyga,2014,83.9,63.9,37.2,100.4,4
Tyga,2015,80.3,70.3,43.9,125.4,5
Tyga,2016,69.5,60.1,64.3,117.6,2
Tyga,2017,75.9,63.2,34.9,142.3,4
Tyga,2018,88.4,55.0,30.8,101.5,2
Tyga,2019,85.0,63.4,47.8,100.4,9
Tygers Of Pan Tang,2019,41.3,92.7,43.0,138.1,1
Tyla Yaweh,2019,90.2,60.8,83.6,84.0,1
Tyler Boone,2017,37.9,97.6,24.3,176.1,1
Tyler Gilbert,2019,55.0,96.2,31.4,95.0,1
Tyler Shaw,2018,72.8,56.2,44.7,98.0,1
Tyler Shaw,2019,68.6,61.3,45.2,105.0,1
Tymek,2019,72.4,65.4,53.7,122.9,6
Tyrese,1998,56.4,61.2,45.9,73.0,2
Tyrese,2002,73.3,52.1,52.5,112.9,1
Tyron Hapi,2018,73.7,82.9,72.2,130.0,1
Tyrone Davis,1905,54.5,66.9,88.6,102.0,1
Tyrone Davis,2000,75.0,46.7,61.0,155.7,1
UFO,1905,27.7,83.1,54.1,151.0,2
UFO,1974,29.8,79.9,56.1,143.1,1
UFO,2014,38.9,91.6,56.5,145.8,2
UGK,1990,81.0,62.8,71.0,155.9,1
UGK,1992,88.3,40.3,53.8,151.6,1
UGK,1994,81.8,63.3,80.3,150.0,1
UGK,1996,78.4,56.7,63.3,124.3,5
UGK,2001,94.1,82.8,96.1,128.0,1
UGK,2014,82.3,66.7,74.6,111.2,5
UNDRESSD,2019,59.4,72.5,57.2,123.0,1
UNOMAS,2019,86.3,69.1,79.1,120.0,1
UOAK,2019,70.3,78.0,89.9,123.0,1
URUS Squad,2018,42.0,27.0,9.6,138.3,1
UV Pop,1905,66.1,54.7,75.7,122.9,1
UZ,2017,63.7,91.9,64.3,150.0,1
UZ,2018,82.6,64.4,31.6,142.5,2
Uche,2019,78.1,87.3,9.5,119.0,1
Ugly God,2017,81.6,24.5,18.7,140.0,1
Ugly Kid Joe,2003,47.3,45.4,46.2,75.8,1
Ulises Bueno,2019,51.7,74.4,85.9,99.9,1
Ulises Hadjis,2015,46.1,74.1,24.5,131.0,1
Ultimo,2018,66.1,44.3,14.7,80.0,1
Ultimo,2019,54.6,51.9,40.1,141.3,6
Ultra Shock,2018,58.7,86.9,3.8,138.0,1
Ummet Ozcan,2014,69.3,97.7,15.0,128.0,6
Ummet Ozcan,2015,62.0,88.7,30.8,128.1,1
Ummet Ozcan,2018,63.3,88.7,24.4,114.0,3
Ummet Ozcan,2019,54.6,92.1,27.1,124.0,4
Unaverage Gang,2017,61.1,61.8,12.0,110.0,1
Unaverage Gang,2018,44.7,46.2,28.0,130.0,1
Unaverage Gang,2019,75.6,68.2,33.4,140.0,3
Uncle Murda,2016,80.8,32.8,13.6,140.1,1
Uncle Sam,1997,60.7,49.7,40.7,126.0,1
Undacava,2019,73.5,59.9,65.3,159.8,1
Underworld,2018,55.4,90.7,33.2,127.0,1
Unida,2005,21.4,94.2,39.1,130.4,1
Unk,2006,79.4,77.7,70.6,160.0,1
Unk,2007,79.9,69.5,51.9,160.0,1
Unknown Artist,2018,82.5,58.5,50.4,126.0,1
Unknown Mortal Orchestra,2013,82.9,43.5,59.4,103.8,1
Unknown Mortal Orchestra,2015,78.4,50.6,54.5,120.1,1
Unknown Mortal Orchestra,2018,95.6,37.3,56.8,120.0,1
Unlike Pluto,2017,62.0,86.4,39.5,98.1,1
Unlike Pluto,2018,57.8,67.1,16.0,85.0,1
Unlike Pluto,2019,62.4,63.6,48.2,157.5,2
Unodavid,2019,69.9,39.0,50.9,160.1,1
Unter Null,2005,39.8,74.5,9.1,127.0,1
Unwork,2019,72.2,90.5,51.1,110.0,1
Unzucht,2013,65.4,79.4,33.5,110.0,1
Upchurch,2016,64.0,62.6,39.0,148.1,4
Upchurch,2017,58.9,62.8,36.5,147.4,5
Upchurch,2018,66.4,64.8,44.6,129.5,10
Upchurch,2019,59.0,76.4,43.8,134.4,8
Uplink,2017,75.6,84.3,26.9,128.0,1
Uplink,2019,49.5,92.6,52.3,155.0,1
Urba y Rome,2019,78.2,81.3,72.8,95.0,1
Urban Cone,2015,51.6,74.1,38.6,101.6,2
Urban Praise Project,2019,77.1,92.9,71.7,121.9,1
Urban Rescue,2015,47.8,65.5,19.3,128.0,1
Urban Rescue,2017,64.5,57.8,53.6,98.0,1
Urbandub,1905,24.0,83.3,37.6,108.3,2
Urbano,2016,73.0,49.4,13.6,128.0,1
Urchin,2019,64.9,83.1,36.3,127.0,1
Uriah Heep,1905,34.2,65.9,57.6,149.2,2
Uriah Heep,2009,54.7,69.8,57.4,87.5,1
Uriah Heep,2018,39.1,98.8,56.2,180.0,1
Urias,2017,49.4,63.8,44.2,122.4,1
Urias,2018,65.4,30.6,15.2,184.2,1
Urias,2019,52.4,27.6,49.9,157.4,1
Usher,1905,88.5,72.7,88.0,107.0,1
Usher,1997,79.0,46.9,71.8,143.0,2
Usher,2001,72.3,59.3,67.5,102.0,4
Usher,2004,81.8,57.6,63.7,111.7,6
Usher,2010,72.2,80.3,49.0,125.0,2
Usher,2019,70.1,77.8,60.9,100.0,1
VAN DUO,2018,74.2,81.6,39.8,113.9,1
VANT,2020,53.6,98.0,48.3,145.0,1
VARGENTA,2019,55.2,76.0,47.7,128.1,1
VASSY,2018,61.0,64.5,40.0,126.1,1
VASSY,2019,75.5,78.0,63.6,124.0,2
VAVO,2020,67.4,92.7,40.3,124.0,1
VENVS,2020,66.4,51.8,53.4,102.0,1
VFM Style,2017,51.9,66.1,22.2,160.0,1
VFM Style,2018,56.1,76.1,21.8,137.0,3
VHS Collection,2016,55.3,81.1,62.9,105.0,1
VHS Collection,2017,60.5,72.5,55.9,89.0,1
VIK,2018,49.5,29.6,84.3,69.7,1
VINAI,2015,46.8,99.2,9.2,159.9,2
VINAI,2016,68.5,99.0,24.8,128.0,1
VINAI,2019,32.0,98.0,14.5,75.1,1
VINCINT,2018,14.0,69.1,15.5,178.9,1
VINNE,2019,73.2,85.8,45.2,125.0,2
VINO,2019,61.7,81.1,26.9,128.0,1
VITIZE,2019,56.5,73.5,12.0,127.9,1
VIVID,2018,33.9,77.5,26.1,165.5,1
VIVID,2019,58.6,89.9,18.0,126.0,1
VIZE,2018,75.7,75.8,28.7,126.1,1
VIZE,2019,61.7,85.0,35.0,127.9,1
VNV Nation,2007,45.7,43.4,8.2,180.2,1
VNV Nation,2011,59.6,80.7,46.3,133.5,2
VNV Nation,2013,57.2,92.8,47.9,120.0,1
VRSTY,2019,46.9,98.3,37.0,103.0,1
VSNS,2019,61.3,96.7,32.2,128.0,1
VYLW,2017,47.2,71.3,45.7,129.1,2
Vacation Manor,2016,57.6,79.1,50.1,123.7,3
Vacation Manor,2017,49.6,79.0,58.0,152.1,1
Vagabon,2019,79.2,72.3,19.0,115.4,1
Vale Lambo,2020,70.1,68.5,59.2,112.0,1
Valentino Khan,2015,79.4,89.6,50.0,126.0,1
Valentino Khan,2018,79.8,83.7,66.2,125.0,1
Valentino Khan,2019,73.8,98.1,55.1,149.0,2
Valeria,2015,82.2,46.8,72.8,124.5,2
Valeria Castro,2020,65.7,6.0,33.4,101.8,1
Valerie Broussard,2019,68.3,78.5,58.1,123.0,1
Valley,2015,63.4,67.4,57.2,103.0,1
Valley,2019,57.2,65.5,35.3,105.0,2
Valley Hush,2018,54.5,70.4,52.4,80.0,1
ValsBezig,2018,84.7,57.8,82.8,102.1,1
Vampire Weekend,2008,55.1,82.1,84.2,174.9,1
Vampire Weekend,2010,57.2,68.4,90.8,135.9,1
Vampire Weekend,2013,34.5,31.3,16.4,208.0,1
Vampire Weekend,2019,75.8,66.8,76.6,99.0,2
Van Der Graaf Generator,1986,43.5,56.4,54.6,141.7,1
Van Halen,1905,49.8,89.8,59.2,120.4,6
Van Halen,1978,45.1,89.0,63.4,122.7,7
Van Halen,1979,54.8,84.3,71.9,129.7,1
Van Halen,1982,44.1,97.0,50.0,128.3,1
Van Halen,1984,55.0,92.7,55.7,131.6,4
Van Halen,1986,49.3,69.2,64.3,114.8,2
Van Halen,1993,46.4,94.0,34.6,146.6,1
Van Halen,1996,49.8,89.6,53.3,122.3,3
Van Halen,2004,54.6,84.3,78.3,129.9,1
Van Halen,2019,59.7,84.8,14.1,130.0,1
Van Hunt,2004,75.0,85.9,97.0,118.2,1
Van Morrison,1968,51.8,38.5,71.2,86.6,1
Van Morrison,1970,67.8,49.2,76.0,132.2,2
Van Morrison,2019,74.0,71.4,81.6,140.0,1
VanJess,2019,62.9,43.2,32.3,85.7,1
Vance Joy,2014,58.8,58.5,59.3,106.6,3
Vanessa Carlton,2002,56.0,82.5,26.8,94.9,1
Vanessa Hudgens,2006,46.9,68.9,53.1,126.5,1
Vanessa Williams,1988,80.0,66.0,57.6,112.6,1
Vangelis Kostoxenakis,2016,79.5,76.0,32.8,124.0,1
Vanic,2016,38.1,66.8,10.4,75.0,1
Vanic,2017,57.8,77.4,39.6,129.5,2
Vanic,2019,54.5,70.2,32.9,96.0,1
Vanilla Ice,1990,82.5,89.2,79.9,108.0,1
Vanilla Ice,2008,97.9,79.2,58.3,116.0,1
Vansire,2017,23.2,59.1,23.3,89.8,1
Various Artists,1905,60.1,92.7,54.2,140.1,1
Various Artists,2007,71.5,87.9,66.1,107.1,1
Various Artists,2015,57.4,61.6,42.0,148.9,2
Various Artists,2016,58.7,65.3,66.3,120.0,3
Various Artists,2017,34.2,70.2,51.6,168.0,1
Varrick Frost,2018,91.8,60.7,41.9,124.0,1
Varrick Frost,2019,97.2,82.5,74.7,116.0,1
Vaski,2019,70.1,68.2,26.7,100.0,1
Vato Gonzalez,2018,68.1,93.4,42.6,126.1,1
Vayu,2019,80.7,50.0,24.3,97.1,1
Veerus,2014,90.0,83.2,3.5,125.0,1
Veerus,2017,80.8,84.5,19.6,124.0,1
Vega,2015,60.7,73.8,56.4,90.6,1
Vegas Jones,2019,55.0,68.6,31.1,159.9,1
Veio,2019,45.0,97.5,26.2,104.0,1
Vela,2011,79.4,87.7,93.2,120.0,1
Velvet,1905,78.9,98.2,83.4,126.0,1
