track_artist,released_year,averagePopularity,averagePopularity
Skylike,2019,63.0,63.0
Skytech,2019,42.333333333333336,42.3
Skyverse,2019,18.0,18.0
SlYder,2019,45.0,45.0
Slakah The Beatchild,2008,0.0,0.0
Slash,2014,39.5,39.5
Slaughter,1995,51.0,51.0
Sleep Patterns,2019,11.0,11.0
Sleep Token,2019,2.0,2.0
Sleepdealer,2019,54.0,54.0
Sleeping At Last,2016,72.0,72.0
Sleeping With Sirens,2010,45.666666666666664,45.7
Sleeping With Sirens,2011,65.0,65.0
Sleeping With Sirens,2019,59.5,59.5
Sleepy Bear,2018,42.0,42.0
Sleepy Fish,2019,61.0,61.0
Sleepy Malo,2003,6.0,6.0
Sleepy Malo,2005,2.0,2.0
Sleigh Bells,2010,49.0,49.0
Slick Rick,2004,0.0,0.0
Slight Diversion,2020,22.0,22.0
Slim Thug,2009,52.0,52.0
Slipknot,1905,76.0,76.0
Slipknot,2008,53.5,53.5
Slipknot,2014,71.0,71.0
Slipknot,2019,74.5,74.5
Slowheal,2019,54.0,54.0
Slumberville,2018,11.0,11.0
Slumberville,2019,57.0,57.0
Slush The Villain,2006,5.0,5.0
Slushii,2019,53.0,53.0
Sly Fox,2010,37.0,37.0
Small Talk,2018,43.0,43.0
Smallpools,2015,57.0,57.0
Smallpools,2017,42.4,42.4
Smartface,2019,40.5,40.5
Smash Mouth,1997,64.0,64.0
Smash Mouth,1999,79.0,79.0
Smash Mouth,2019,60.0,60.0
Smashing Sebastian,2015,1.0,1.0
Smile,2018,62.0,62.0
Smiler,2018,50.0,50.0
Smilez and Southstar,2002,46.0,46.0
Smino,2019,64.0,64.0
Smith,2004,0.0,0.0
Smoke Trees,2017,52.0,52.0
Smoke Trees,2018,49.0,49.0
Smoke Trio,2016,29.0,29.0
Smokepurpp,2019,64.0,64.0
Smokey Robinson,1997,9.0,9.0
Smokie Norful,2002,50.0,50.0
Smoky,2019,35.0,35.0
Smolasty,2020,54.0,54.0
Snacks,2016,32.0,32.0
Snail Mail,2018,60.0,60.0
Snake City,2019,37.0,37.0
Snakehips,2015,74.0,74.0
Snakehips,2016,62.0,62.0
Snakehips,2017,45.0,45.0
Snakehips,2019,60.0,60.0
Snareskin,2018,36.0,36.0
Snavs,2019,50.0,50.0
Sneakk,2018,48.0,48.0
Sneaky Sound System,2008,5.0,5.0
Snik,2019,64.0,64.0
Snoh Aalegra,2019,4.0,4.0
Snoop Dogg,1905,56.81818181818182,56.8
Snoop Dogg,1999,61.0,61.0
Snoop Dogg,2004,22.666666666666668,22.7
Snoop Dogg,2005,32.5,32.5
Snoop Dogg,2006,7.5,7.5
Snoop Dogg,2011,29.0,29.0
Snoop Dogg,2012,3.0,3.0
Snoop Dogg,2016,42.0,42.0
Snoop Dogg,2019,50.0,50.0
Snow Patrol,2006,77.0,77.0
Snow Patrol,2009,60.0,60.0
Snowk,2020,24.0,24.0
So Arakawa,2016,26.0,26.0
So Below,2018,40.0,40.0
So So Sun,2019,20.0,20.0
SoMo,2017,1.0,1.0
Soapdish,2006,1.0,1.0
Sobel,2019,53.0,53.0
Soccer Mommy,2018,61.0,61.0
Social House,2018,75.0,75.0
Socialites,2012,28.0,28.0
Soda Stereo,1997,23.59090909090909,23.6
Sofasound,2019,57.0,57.0
Sofi Tukker,2018,25.0,25.0
Sofi Tukker,2019,11.0,11.0
Sofi Tukker,2020,9.0,9.0
Sofia Carson,2017,63.0,63.0
Sofia Carson,2019,61.5,61.5
Sofia Reyes,2018,75.0,75.0
Sofia Reyes,2019,71.5,71.5
Sofia Tornambene,2019,63.0,63.0
Soft Cell,1905,74.0,74.0
Soft Metals,1905,17.0,17.0
Sohail Sen,2019,67.0,67.0
Soil,2011,61.0,61.0
Sol Calor,2017,56.0,56.0
Sol Pereyra,2019,35.0,35.0
Solange,1905,27.0,27.0
Solange,2016,56.4,56.4
Solange,2019,65.5,65.5
Solarrio,2016,6.0,6.0
Solarrio,2019,43.0,43.0
Sole Sole,2019,45.333333333333336,45.3
Solidisco,2016,17.0,17.0
Solitary Experiments,2005,0.0,0.0
Solitary Experiments,2009,0.0,0.0
Solitary Experiments,2012,0.0,0.0
Solomun,2011,42.0,42.0
Solovino,2019,36.0,36.0
Solstice Coil,2005,0.0,0.0
Soly,2018,30.0,30.0
Somber,2018,26.0,26.0
SomeKindaWonderful,2015,23.0,23.0
Somero,2019,32.0,32.0
Somewhere over England,1992,32.0,32.0
Son Lux,2013,59.0,59.0
Son Lux,2018,37.0,37.0
Son Tentacion,2018,52.0,52.0
SonReal,2015,0.0,0.0
Sonder,2016,63.0,63.0
Sondr,2016,43.0,43.0
Sonera,2019,33.0,33.0
Songhoy Blues,2015,30.0,30.0
Sonia Stein,2019,49.0,49.0
Sonic Mayhem,2015,47.0,47.0
Sonic Snares,2019,22.0,22.0
Sonic Syndicate,2010,0.0,0.0
Sonny Alven,2015,3.0,3.0
Sonny Bama,2016,38.0,38.0
Sonny Fodera,2019,41.0,41.0
Sonny Okosun,2010,10.0,10.0
Sonny Wharton,2015,0.0,0.0
Sons Of Maria,2015,49.0,49.0
Sophia Danai,2018,24.0,24.0
Sophie Francis,2019,48.0,48.0
Sophie Gray,2019,36.0,36.0
Sophie Holohan,2019,39.0,39.0
Soraya,2003,54.0,54.0
Soraya,2019,43.0,43.0
Sorriso Maroto,2019,71.0,71.0
Sotomayor,2015,39.0,39.0
Sotomayor,2019,44.0,44.0
Soul Asylum,1992,68.0,68.0
Soul Cartel,2011,4.0,4.0
Soul For Real,1905,55.5,55.5
Soul For Real,2014,4.0,4.0
Soul II Soul,1989,59.0,59.0
Soul II Soul,1995,41.0,41.0
Soul II Soul,2003,34.0,34.0
Soul Of Void,2019,10.0,10.0
Soul Recruiter,2019,26.0,26.0
SoulChef,2010,46.0,46.0
Soulja Boy,2007,52.0,52.0
Soulja Boy,2008,6.0,6.0
Soulja Boyz,2006,10.0,10.0
Souls Of Mischief,1993,68.0,68.0
Soulsearcher,1905,52.0,52.0
Sound Nomaden,2011,37.0,37.0
Sound Of Legend,2016,50.0,50.0
Sound Of Legend,2019,46.0,46.0
Soundgarden,1991,33.0,33.0
Soundgarden,1994,24.5,24.5
Soundgarden,2012,0.0,0.0
Sounds Of Blackness,1994,7.0,7.0
Sounds Of Blackness,2001,43.0,43.0
Sounds Of Blackness,2003,28.0,28.0
Soundspretty,2019,40.0,40.0
South Circle,1995,22.0,22.0
South Park Mexican,1905,13.0,13.0
South Park Mexican,2006,54.0,54.0
South Park Mexican,2010,0.0,0.0
Southland Gangsters,2003,9.0,9.0
Sovieti,2019,0.0,0.0
Soy Christmas,2016,33.0,33.0
Spacebones,2019,32.0,32.0
Spada,2015,3.0,3.0
Spada,2019,45.0,45.0
Spade Melo,2019,32.666666666666664,32.7
Spandau Ballet,1905,30.0,30.0
Spandau Ballet,2000,66.0,66.0
Spandau Ballet,2008,72.0,72.0
Spanic,1994,38.0,38.0
Spanish Fly,1905,19.5,19.5
Spanky Loco,2005,21.0,21.0
Sparks The Rescue,2009,0.0,0.0
Spectral Knight,2019,22.0,22.0
Spencer Annis,2018,13.0,13.0
Spencer Lee,2013,51.0,51.0
Spice Girls,1996,79.0,79.0
Spieltape,2019,34.0,34.0
Spin Doctors,1991,70.0,70.0
SpinRox,2018,18.0,18.0
Spinal Tap,1984,0.0,0.0
Spinx Da Don,2019,27.0,27.0
Splash,2018,30.0,30.0
Split Enz,1987,0.0,0.0
Splurgeboys,2018,52.0,52.0
Spol,2014,0.0,0.0
Sponge Cola,1905,51.333333333333336,51.3
Sports,2015,57.0,57.0
Spring Grove,2016,13.0,13.0
Squackett,2012,3.0,3.0
Squackett,2014,0.0,0.0
Squeeze,1989,0.0,0.0
Squired,2019,37.0,37.0
Sr Pablo,2016,33.0,33.0
Sr Pablo,2017,42.0,42.0
St Francis Hotel,2016,0.0,0.0
Stacey Q,1986,54.0,54.0
Stackztootrill,2015,11.0,11.0
Stacy Barthe,2013,23.0,23.0
Stadiumx,2014,0.0,0.0
Stadiumx,2019,46.0,46.0
Staind,1999,64.0,64.0
Staind,2001,53.0,53.0
Staind,2003,66.0,66.0
Staind,2006,54.0,54.0
Stan Kolev,2018,14.4,14.4
Stan Taylor,2019,38.0,38.0
Stanaj,2017,58.0,58.0
Standart Skill,2020,65.0,65.0
Starboy,2019,59.0,59.0
Starbuck,2011,0.0,0.0
Starjack,2018,45.0,45.0
Starkillers,2013,0.0,0.0
Starkillers,2014,14.0,14.0
Starley,2016,68.0,68.0
Starley,2018,56.0,56.0
Starley,2019,52.0,52.0
Stars,2017,14.0,14.0
Stars Go Dim,2018,2.0,2.0
Starsailor,2003,47.0,47.0
Starship,1905,25.5,25.5
Starship,2010,38.0,38.0
Starsick System,2019,18.0,18.0
State of Sound,2016,51.0,51.0
State of Sound,2018,48.0,48.0
State of Sound,2019,47.0,47.0
Statistix,2018,61.0,61.0
Status Quo,1905,23.5,23.5
Status Quo,1973,45.0,45.0
Status Quo,2010,32.0,32.0
Status Quo,2019,37.0,37.0
Stayer,2019,18.0,18.0
Ste Ingham,2017,12.0,12.0
Steady Rollin,2017,29.5,29.5
Steal The City,2017,30.0,30.0
Stealers Wheel,2009,71.0,71.0
Stee Downes,2008,0.0,0.0
Steel Mill,2016,30.0,30.0
Steel Panther,2019,45.0,45.0
Steely Dan,1905,60.0,60.0
Steely Dan,1972,70.0,70.0
Steely Dan,1973,55.0,55.0
Steely Dan,1974,60.0,60.0
Steerner,2014,0.0,0.0
Stefan Bors,2020,39.0,39.0
Stefan Vilijn,2014,0.0,0.0
Stefanie Bennett,2007,11.666666666666666,11.7
Stefano Casavecchia,2019,12.0,12.0
Stefano Richetta,2019,3.0,3.0
Steff da Campo,2011,22.0,22.0
Steff da Campo,2019,53.666666666666664,53.7
Stefflon Don,2017,6.0,6.0
Stefflon Don,2018,32.0,32.0
Stella Donnelly,2019,50.0,50.0
Stephanie Bennett,2007,8.0,8.0
Stephanie Mills,1989,8.0,8.0
Stephanie Mills,1991,23.0,23.0
Stephanie Mills,1995,62.0,62.0
Stephen Bishop,1976,54.0,54.0
Stephen Marley,2016,0.5,0.5
Stephen Puth,2019,56.0,56.0
Steppenwolf,1905,63.5,63.5
Steppenwolf,1968,67.0,67.0
Steppenwolf,1991,13.0,13.0
Stepz,2019,53.5,53.5
Stereo Jane,2019,34.0,34.0
Stereoboys,2008,0.0,0.0
Stereophonics,2001,51.0,51.0
Stereophonics,2005,68.0,68.0
Stesso,2018,34.0,34.0
Stetsasonic,1988,33.0,33.0
Steve Andreas,2017,11.0,11.0
Steve Andreas,2018,6.0,6.0
Steve Angello,2013,0.0,0.0
Steve Angello,2015,0.0,0.0
Steve Angello,2017,36.0,36.0
Steve Angello,2019,51.0,51.0
Steve Aoki,1905,36.0,36.0
Steve Aoki,2012,0.0,0.0
Steve Aoki,2013,0.0,0.0
Steve Aoki,2014,43.75,43.8
Steve Aoki,2015,43.0,43.0
Steve Aoki,2016,41.25,41.2
Steve Aoki,2017,42.0,42.0
Steve Aoki,2018,57.0,57.0
Steve Aoki,2019,37.6,37.6
Steve Aoki,2020,35.0,35.0
Steve Brian,2018,42.0,42.0
Steve Earle,2008,4.0,4.0
Steve Hackett,2014,37.0,37.0
Steve Hartz,2018,19.0,19.0
Steve Hartz,2019,23.0,23.0
Steve James,2015,0.0,0.0
Steve Lacy,2015,69.0,69.0
Steve Lacy,2017,50.4,50.4
Steve Medea,2019,41.0,41.0
Steve Miller Band,1905,2.0,2.0
Steve Miller Band,1973,75.0,75.0
Steve Miller Band,1976,65.5,65.5
Steve Miller Band,2005,0.0,0.0
Steve Miller Band,2017,33.0,33.0
Steve Miller Band,2019,7.5,7.5
Steve Modana,2019,46.0,46.0
Steve Pais,2013,35.0,35.0
Steve Perry,1984,62.0,62.0
Steve Perry,2018,39.0,39.0
Steve Rothery,2014,0.0,0.0
Steve Void,2017,19.0,19.0
Steve Void,2019,56.0,56.0
Steve Winwood,1982,65.0,65.0
Steve Winwood,1986,7.0,7.0
Steven Vegas,2018,21.0,21.0
Stevie B,1991,43.0,43.0
Stevie B,2008,0.0,0.0
Stevie Nicks,1981,58.0,58.0
Stevie Nicks,2016,61.0,61.0
Stevie Ray Vaughan,1905,65.0,65.0
Stevie Ray Vaughan,2002,47.0,47.0
Stevie Wonder,1905,6.0,6.0
Stevie Wonder,1967,59.0,59.0
Stevie Wonder,1973,4.0,4.0
Stevie Wonder,2004,48.0,48.0
Stevie Wonder,2005,0.0,0.0
Stevie Wonder,2009,15.0,15.0
Stevie Wonder,2019,1.0,1.0
Stewart Villain,2013,0.0,0.0
Still Diligent,2014,16.0,16.0
Still Fresh,2017,50.0,50.0
Still Woozy,2017,45.0,45.0
Sting,1987,71.0,71.0
Sting,1993,64.5,64.5
Sting,2019,45.0,45.0
Stinzo Bucks,2019,40.0,40.0
Stisema,2016,22.0,22.0
Stisema,2019,27.0,27.0
Stitched Up Heart,2019,8.0,8.0
Stokley of Mint Condition,1905,0.0,0.0
Stoltenhoff,2019,34.0,34.0
Stone Dog Zen,2019,35.0,35.0
Stone Forte,2019,23.0,23.0
Stone Poneys,1974,29.0,29.0
Stone Sour,2012,62.0,62.0
Stone Sour,2017,43.5,43.5
Stone Temple Pilots,1994,71.0,71.0
Stonefox,2014,0.0,0.0
Stonefree,2006,47.0,47.0
Storm Queen,2013,26.0,26.0
Stormerz,2018,29.0,29.0
Stormzy,2015,2.0,2.0
Stormzy,2017,59.0,59.0
Stormzy,2019,71.0,71.0
Stormzy,2020,70.0,70.0
Straftanz,2008,0.0,0.0
Strange Talk,2014,0.0,0.0
Strath,2020,34.0,34.0
Stray Cats,2019,31.0,31.0
Stray Kids,2019,71.0,71.0
Stream,2019,50.0,50.0
Streetz,2014,34.0,34.0
Stromae,2010,20.0,20.0
Stromae,2013,15.0,15.0
Struggle Jennings,2013,52.0,52.0
Struggle Jennings,2016,48.25,48.2
Sturgill Simpson,2016,50.0,50.0
Style of Eye,2013,0.0,0.0
Styles P,2002,60.0,60.0
Styn,2019,54.0,54.0
Styx,1977,64.0,64.0
Styx,1978,58.0,58.0
Styx,1981,55.0,55.0
Styx,1983,60.0,60.0
Su Presencia,2018,51.0,51.0
Suave,2019,18.0,18.0
Sub Urban,2019,78.0,78.0
Sublime,1992,61.0,61.0
Sublime,1996,64.0,64.0
Subliminals,2019,21.0,21.0
Subway To Sally,1905,41.0,41.0
Subway To Sally,2005,41.0,41.0
Subway To Sally,2009,34.0,34.0
Subway To Sally,2011,23.0,23.0
Such,2019,26.0,26.0
Sudan Archives,2019,53.0,53.0
Sueco the Child,2019,70.0,70.0
Sufjan Stevens,2015,65.0,65.0
Sufjan Stevens,2017,67.0,67.0
Sugar,2019,30.0,30.0
Sugar Blizz,2018,5.0,5.0
Sugar Ray,1905,63.0,63.0
Sugar Ray,1997,63.0,63.0
Sugarloaf,1970,47.0,47.0
Suicide Commando,2010,0.0,0.0
Sum Wave,2016,4.5,4.5
Summer Cem,2019,61.0,61.0
Summer Heart,2012,50.0,50.0
Summer Walker,2018,71.0,71.0
Summer Walker,2019,72.8,72.8
Summerella,2019,47.0,47.0
Summers Sons,2018,31.0,31.0
Summers Sons,2020,33.0,33.0
Sumwun,2018,47.0,47.0
Sunar,2019,8.0,8.0
Sundara Karma,2017,47.0,47.0
Sundell,2019,46.0,46.0
Sunfish,2019,32.0,32.0
Sunloverz,1905,0.0,0.0
Sunloverz,2008,0.0,0.0
Sunministers,2019,7.0,7.0
Sunni Colon,2018,53.0,53.0
Sunny Day Real Estate,1994,45.0,45.0
Sunny Hawkins,1905,4.5,4.5
Sunny State,2019,34.0,34.0
Sunstars,2019,31.0,31.0
Supacooks,2017,21.0,21.0
Super Flu,2014,44.0,44.0
Super Whatevr,2020,46.0,46.0
Super Yei,2018,77.0,77.0
SuperM,2019,75.0,75.0
Superheart,2019,48.0,48.0
Supersuckers,2019,34.0,34.0
Supertramp,1977,74.0,74.0
Supertramp,1979,57.0,57.0
Surahn,2012,0.0,0.0
Sure Sure,2019,61.0,61.0
Surface,1905,50.0,50.0
Surfaces,2019,75.0,75.0
Survivor,1905,49.0,49.0
Susie Suh,2014,57.0,57.0
Suvenir,2018,30.0,30.0
Suzanne Vega,1987,57.0,57.0
Swae Lee,2019,71.5,71.5
Swagger Rite,2019,40.0,40.0
Swanky Tunes,2013,0.0,0.0
Swanky Tunes,2014,0.0,0.0
Swanky Tunes,2016,42.0,42.0
Swanky Tunes,2019,43.0,43.0
Swardy,2018,39.0,39.0
Swardy,2019,40.0,40.0
Swati Bhatt,2020,28.0,28.0
Swayday,2019,35.0,35.0
Swede Dreams,2019,20.0,20.0
Swedish House Mafia,2010,53.5,53.5
Swedish House Mafia,2011,67.0,67.0
Swedish House Mafia,2012,63.0,63.0
Sweeper,2019,38.5,38.5
Sweet,1905,60.0,60.0
Sweet,2012,38.0,38.0
Sweet,2014,10.666666666666666,10.7
Sweet,2016,36.0,36.0
Sweet Sable,1905,37.0,37.0
Sweet Sensation,1988,32.0,32.0
Sweetback,1996,40.0,40.0
Sweetback,2004,24.0,24.0
Swing Republic,2012,50.0,50.0
Swing Republic,2015,1.0,1.0
Swing Republic,2018,40.0,40.0
Swingrowers,1905,0.0,0.0
Swingrowers,2014,36.0,36.0
Swingrowers,2017,2.0,2.0
Swingrowers,2018,46.0,46.0
Switchfoot,2008,54.0,54.0
Swizz Beatz,2007,0.0,0.0
Sworn Virgins,2018,40.0,40.0
SwuM,2018,45.0,45.0
SwuM,2019,59.5,59.5
Sy Ari Da Kid,2015,20.0,20.0
Syd,2017,44.0,44.0
Syd,2019,58.0,58.0
Syd Barrett,2016,45.0,45.0
Syden,2017,0.0,0.0
Sydney,2019,3.0,3.0
Sydney Yungins,2019,55.0,55.0
Sye Elaine Spence,2014,38.0,38.0
Syleena Johnson,2005,18.0,18.0
Sylvan,2012,19.0,19.0
Sylvan Esso,2014,61.0,61.0
Sylvester,1905,0.0,0.0
Syn Cole,2013,0.0,0.0
Syn Cole,2014,59.0,59.0
Syn Cole,2015,26.5,26.5
Syn Cole,2016,3.0,3.0
Syn Cole,2017,35.0,35.0
Syn Cole,2018,53.0,53.0
Syn Cole,2019,54.666666666666664,54.7
Syndrome,2018,53.5,53.5
System Of A Down,2001,77.33333333333333,77.3
System Of A Down,2005,75.0,75.0
Systema Solar,2019,35.0,35.0
Syzz,2019,27.0,27.0
Szpaku,2019,65.0,65.0
Szpaku,2020,62.0,62.0
Szymi Szyms,2019,56.0,56.0
TACONAFIDE,2018,56.0,56.0
TAEMIN,2019,59.0,59.0
TAEYEON,2018,53.0,53.0
TBR,2019,20.666666666666668,20.7
TEC,1905,1.0,1.0
TEEMID,2014,42.0,42.0
TEEMID,2019,51.0,51.0
TELYKast,2019,53.0,53.0
TEMPOREX,2017,67.0,67.0
TENDER,2015,35.0,35.0
TENDER,2016,36.142857142857146,36.1
TENDER,2017,36.0,36.0
TENDER,2018,24.333333333333332,24.3
TENDER,2019,25.5,25.5
THE BOYZ,2019,55.0,55.0
THE HARA,2019,43.0,43.0
THE NEW DEATH CULT,2019,22.0,22.0
THE RAMPAGE from EXILE TRIBE,2019,48.0,48.0
THE RAMPAGE from EXILE TRIBE,2020,35.0,35.0
THE TRASH MERMAIDS,2019,42.333333333333336,42.3
THE WLDLFE,2016,48.0,48.0
THE WLDLFE,2019,35.0,35.0
THIEVES,2018,19.0,19.0
THIS IS ELLE,1905,18.0,18.0
THRML,2019,12.0,12.0
TIMIAN,2019,34.0,34.0
TINI,2018,71.0,71.0
TINI,2019,79.0,79.0
TINI,2020,72.0,72.0
TJR,2012,0.0,0.0
TJR,2013,8.75,8.8
TJR,2014,9.5,9.5
TKA,1905,0.0,0.0
TKDJS,2015,40.0,40.0
TLC,1905,0.0,0.0
TLC,1992,38.42857142857143,38.4
TLC,1993,45.0,45.0
TLC,1994,61.5,61.5
TLC,1999,79.0,79.0
TLC,2003,27.0,27.0
TLC,2015,18.0,18.0
TNGHT,2012,55.0,55.0
TOBi,2019,51.0,51.0
TOFFE,2017,29.0,29.0
TOKiMONSTA,2020,47.0,47.0
TOMMY FANTOM,2019,32.0,32.0
TOMORROW X TOGETHER,2020,48.0,48.0
TOOL,2001,65.5,65.5
TOOL,2006,67.0,67.0
TORU,2018,33.0,33.0
TOSH,2019,32.0,32.0
TOTO,1978,75.0,75.0
TOTO,1982,65.0,65.0
TOTO,2019,43.0,43.0
TPE featuring Adam Marano,1905,16.0,16.0
TQ,1998,53.0,53.0
TRASH HEADS,2019,4.0,4.0
TREN LOKOTE,2017,27.666666666666668,27.7
TREN LOKOTE,2019,44.5,44.5
TRF,1998,38.0,38.0
TRFN,2018,53.333333333333336,53.3
TRFN,2019,48.0,48.0
TRU,1995,35.0,35.0
TRUTHR,2019,28.0,28.0
TRVNSPORTER,2020,36.0,36.0
TRXD,2019,50.0,50.0
TRY Deny,2019,42.0,42.0
TST,2014,0.0,0.0
TUZZA Globale,2019,54.0,54.0
TV Noise,2018,32.75,32.8
TV Noise,2019,39.375,39.4
TV Rock,2010,0.0,0.0
TWICE,2018,7.0,7.0
TWICE,2019,65.0,65.0
TWIIG,2016,24.0,24.0
TWIIG,2017,23.5,23.5
TWO LANES,2019,43.6,43.6
TXYLOR,2019,31.0,31.0
TYFI,2019,43.0,43.0
TYNAN,2019,42.0,42.0
Tabitha,2019,51.0,51.0
Tacabro,1905,56.0,56.0
Tacacho,2014,8.0,8.0
Taco,2019,23.0,23.0
Taco Hemingway,2019,64.0,64.0
Taeko Onuki,2010,25.0,25.0
Taeko Onuki,2013,22.0,22.0
TaeyoungBoy,2019,0.0,0.0
Tafi,2019,23.0,23.0
TaiMO,2018,27.0,27.0
Taichi Mukai,2018,40.0,40.0
Tainted Youth,2016,33.0,33.0
Tainy,2019,72.0,72.0
Taio Cruz,2010,74.0,74.0
Take The Day,2019,31.0,31.0
Taking Back Sunday,2002,66.0,66.0
Taking Back Sunday,2006,66.0,66.0
Takuya Kuroda,2016,0.0,0.0
Tale Of Us,2017,37.0,37.0
Talib Kweli,2002,3.0,3.0
Talib Kweli,2005,0.0,0.0
Talib Kweli,2017,13.0,13.0
Talisman,2019,39.0,39.0
Taliwhoah,2019,49.0,49.0
Talk Talk,1990,57.0,57.0
Talk Talk,1997,41.0,41.0
Talking Heads,1977,72.0,72.0
Talking Heads,1983,70.0,70.0
Talking Heads,2004,37.0,37.0
Tall Tree Tales,2016,17.0,17.0
Tallak,2005,0.0,0.0
Tamar Braxton,2013,40.666666666666664,40.7
Tamara Perez,2016,34.0,34.0
Tame Impala,2012,43.5,43.5
Tame Impala,2015,76.33333333333333,76.3
Tame Impala,2019,76.0,76.0
Tamia,1905,40.5,40.5
Tamia,2004,47.0,47.0
Tane,2018,24.0,24.0
Tanja La Croix,2016,35.0,35.0
Tanya Montana Coe,2015,0.0,0.0
Tape Five,2012,49.0,49.0
Tape Five,2016,39.0,39.0
Tape Five,2018,38.0,38.0
Tape Five,2019,42.0,42.0
Tape Machines,2019,46.0,46.0
Tapemasters Inc and Gucci Mane,2009,11.0,11.0
Tapps,2011,37.5,37.5
Taproot,2002,57.0,57.0
Tara Kemp,1905,33.0,33.0
Tarro,2019,51.0,51.0
Tarun,2019,44.0,44.0
Tash Sultana,2016,7.0,7.0
Tasha Cobbs Leonard,2017,47.166666666666664,47.2
Tate McRae,2019,78.0,78.0
Tatyana Ali,2009,26.0,26.0
Taura,2019,38.0,38.0
Tauren Wells,2019,32.0,32.0
Tavo,2018,33.0,33.0
Tayl G,2019,53.5,53.5
Taylor Dayne,1988,65.0,65.0
Taylor Gang,2016,47.0,47.0
Taylor Swift,2006,61.0,61.0
Taylor Swift,2008,52.0,52.0
Taylor Swift,2010,62.0,62.0
Taylor Swift,2012,58.5,58.5
Taylor Swift,2014,68.25,68.2
Taylor Swift,2017,66.0,66.0
Taylor Swift,2019,66.6,66.6
Taz,2018,45.0,45.0
Taz,2019,36.0,36.0
Tazdied,2019,21.0,21.0
Tbtbt,1905,0.0,0.0
Tchami,2015,50.5,50.5
Tchami,2018,30.0,30.0
Tchami,2019,54.0,54.0
Tchelo Gomez,2019,29.0,29.0
Tdot illdude,2014,16.0,16.0
Teal Sky,2019,21.0,21.0
Team Deep,2019,13.0,13.0
Team Mati,2020,50.0,50.0
Teamheadkick,2015,40.0,40.0
Teamworx,2019,32.0,32.0
Tear Da Club Up Thugs,1999,54.0,54.0
Tears,2019,48.0,48.0
Tears For Fears,1983,32.0,32.0
Tears For Fears,1985,54.0,54.0
Tears of a fallen hero,2019,27.0,27.0
Technotronic,2010,38.0,38.0
Ted Nugent,1905,22.0,22.0
Ted Nugent,1977,58.0,58.0
Ted Nugent,2010,24.0,24.0
Teddy Chisi,2017,33.0,33.0
Teddy Riley,1991,39.0,39.0
Teddy Riley,2002,0.0,0.0
Tedeschi Trucks Band,2016,1.0,1.0
Tee Grizzley,2017,48.0,48.0
Tee Grizzley,2018,61.0,61.0
Tee Grizzley,2020,56.0,56.0
Teeam Revolver,2019,37.0,37.0
Teedra Moses,2004,1.0,1.0
Teen Beach Movie Cast,2013,39.0,39.0
Teena Marie,1999,46.0,46.0
Tegan and Sara,2013,20.0,20.0
Tego Calderon,1905,63.0,63.0
Tego Calderon,2003,58.666666666666664,58.7
Tego Calderon,2004,0.0,0.0
Tego Calderon,2006,48.5,48.5
Tego Calderon,2009,57.5,57.5
Tei Shi,2019,42.0,42.0
Teitur,2012,27.0,27.0
Teitur,2019,30.0,30.0
Tektrik,2018,31.0,31.0
Tela,1996,39.5,39.5
Telehope,2020,37.0,37.0
Tellow,2018,4.0,4.0
Telmary,2018,16.0,16.0
Teminite,2019,44.0,44.0
Tempi,2019,38.0,38.0
Temple Of The Dog,1990,59.0,59.0
Ten Years After,1971,60.0,60.0
Tenacious D,2001,65.0,65.0
Tensal,2015,2.0,2.0
Tensal,2016,3.0,3.0
Teo Moss,2014,25.0,25.0
Tep No,2015,39.0,39.0
Tep No,2016,25.0,25.0
Tep No,2018,43.0,43.0
Teresa Jae,2019,32.0,32.0
Teri Miko,2020,32.0,32.0
Terine,2017,14.0,14.0
Terrace Martin,2014,23.0,23.0
Terrence North,2018,0.0,0.0
Terrence Parker,2013,36.0,36.0
Terror,2019,36.0,36.0
Terror Jr,2016,37.0,37.0
Terror Jr,2019,45.666666666666664,45.7
Terror Squad,2004,5.0,5.0
Terry Wright,2013,34.0,34.0
Tertia May,2018,3.0,3.0
Tesla,1986,56.0,56.0
Tesla,1995,53.0,53.0
Tess Parks,2013,38.0,38.0
Tess Posner,2019,33.0,33.0
Tess Posner,2020,37.0,37.0
Tessa,2019,64.5,64.5
Tessa Kaye,2020,46.0,46.0
Testiculo y Uno,2019,56.0,56.0
Testiculo y Uno,2020,48.0,48.0
Tetengo,2018,15.222222222222221,15.2
Tetengo,2019,17.5,17.5
Tevin Campbell,1905,36.42857142857143,36.4
Tevin Campbell,1994,23.0,23.0
Tevin Campbell,2005,29.5,29.5
Teyana Taylor,2018,59.8,59.8
Teyana Taylor,2019,70.0,70.0
Tez Cadey,2015,69.0,69.0
Tha Alkaholiks,1905,23.0,23.0
Tha Dogg Pound,1905,53.5,53.5
Tha Mexakinz,2016,36.0,36.0
Tharyk,2020,49.0,49.0
Thc,1905,0.0,0.0
The Able Bodies,2020,12.0,12.0
The Academic,2018,25.0,25.0
The Aces,2016,36.0,36.0
The Aces,2018,45.333333333333336,45.3
The Afghan Whigs,2014,40.0,40.0
The Alan Parsons Project,1905,67.0,67.0
The Alan Parsons Project,1978,31.0,31.0
The Alarm,1987,28.0,28.0
The Alarm,2018,8.0,8.0
The Alchemist,2019,51.0,51.0
The Allman Brothers Band,1905,0.0,0.0
The Allman Brothers Band,1970,15.0,15.0
