track_artist,released_year,averagePopularity,averagePopularity
Roostz,2019,27.0,27.0
Rose Royce,1976,50.0,50.0
Ross Lynch,2013,58.0,58.0
Rotersand,2009,0.0,0.0
Rothchild,2019,26.0,26.0
Rotimi,2015,0.0,0.0
Rotimi,2019,62.0,62.0
RoulnDoors,2014,0.0,0.0
RoulnDoors,2015,0.0,0.0
Round Table Knights,2011,58.0,58.0
Rowan Blanchard,2014,56.0,56.0
Roxette,1988,73.5,73.5
Roxette,1995,68.0,68.0
Roxy Music,2004,59.0,59.0
Roxy Tones,2019,50.0,50.0
Roy English,2017,24.0,24.0
Royal Bliss,2018,34.0,34.0
Royal Bliss,2019,43.0,43.0
Royal Deluxe,2015,54.0,54.0
Royal Deluxe,2016,52.0,52.0
Royal Republic,2019,12.0,12.0
RoyalT,2014,10.0,10.0
Royse,2018,38.0,38.0
Royse,2019,40.0,40.0
Ruanzinho,2020,30.0,30.0
Rubayne,2019,38.0,38.0
Ruben,2019,63.0,63.0
Ruben Studdard,2004,29.0,29.0
Ruck P,2018,42.0,42.0
Ruck P,2019,56.0,56.0
RudeLies,2018,19.0,19.0
RudeLies,2019,35.666666666666664,35.7
Rudeejay,2015,17.0,17.0
Rudeejay,2019,27.0,27.0
Rudey Barnes,2019,37.0,37.0
Rudimental,2015,45.5,45.5
Rudimental,2017,45.0,45.0
Rudimental,2018,79.0,79.0
Rudimental,2019,52.0,52.0
Rudy Mancuso,2017,45.0,45.0
Rudy Torres,2017,16.0,16.0
Ruel,2018,65.5,65.5
Ruel,2019,74.0,74.0
Ruff Endz,1905,48.0,48.0
Ruff Endz,2000,14.0,14.0
Ruff Ryders,2000,0.0,0.0
Ruhde,2019,32.0,32.0
Run River North,2019,29.0,29.0
Run The Jewels,2014,31.5,31.5
Rune RK,2014,60.0,60.0
Rupert Holmes,1979,71.0,71.0
Rush,1905,2.0,2.0
Rush,1975,1.0,1.0
Rush,1977,62.0,62.0
Rush,1980,63.5,63.5
Rush,1981,47.333333333333336,47.3
Russ,2016,64.0,64.0
Russ,2017,70.0,70.0
Russ,2018,67.0,67.0
Russ,2019,74.33333333333333,74.3
Rust,2015,23.0,23.0
Ruzzi,2017,0.0,0.0
Rvssian,2018,73.0,73.0
Rvssian,2019,82.0,82.0
Ryan Cabrera,2014,30.0,30.0
Ryan Nealon,2019,31.5,31.5
Ryan Riback,2019,48.0,48.0
Ryan Shepherd,2019,29.0,29.0
Ryan Stapleton,2015,34.0,34.0
Ryan Stevenson,2018,39.0,39.0
Ryan Wright,2019,29.0,29.0
Ryllz,2019,42.0,42.0
Ryn Weaver,2018,53.0,53.0
Ryos,2018,0.0,0.0
Ryos,2019,39.666666666666664,39.7
Ryos,2020,44.0,44.0
Ryuichi Sakamoto,2017,18.0,18.0
Ryuji Imaichi,2020,31.0,31.0
SAAKB,2019,27.0,27.0
SAINt JHN,2018,50.5,50.5
SAINt JHN,2019,88.0,88.0
SALES,2014,52.0,52.0
SAM,2006,0.0,0.0
SANTI,2019,42.0,42.0
SARM,2020,27.0,27.0
SASCHA,2019,32.5,32.5
SASH,2020,45.0,45.0
SAYGRACE,2015,25.0,25.0
SAYGRACE,2019,52.0,52.0
SAYGRACE,2020,42.5,42.5
SAYMYNAME,2019,39.0,39.0
SBTRKT,2011,52.0,52.0
SCNDL,2013,20.0,20.0
SCNDL,2014,0.0,0.0
SCNDL,2019,28.0,28.0
SEREBRO,2013,0.0,0.0
SEU Worship,2019,46.0,46.0
SEUNGRI,2018,44.0,44.0
SEVENTEEN,2017,54.0,54.0
SEVENTEEN,2019,66.0,66.0
SG Lewis,2019,61.0,61.0
SGD Vedoe,2019,39.0,39.0
SGE Kash,2019,40.0,40.0
SHAED,2018,77.0,77.0
SHAED,2019,67.5,67.5
SHAUN,2018,62.666666666666664,62.7
SHINee,2018,37.0,37.0
SHKHR,2019,9.0,9.0
SHY Martin,2018,66.0,66.0
SHY Martin,2020,66.0,66.0
SINY,2018,53.0,53.0
SIRUP,2019,53.0,53.0
SIXN,2019,46.0,46.0
SJUR,2016,57.0,57.0
SJUR,2017,40.0,40.0
SJUR,2019,45.0,45.0
SKAAR,2018,47.0,47.0
SKIY,2019,20.0,20.0
SLANDER,2017,1.0,1.0
SLANDER,2018,57.0,57.0
SLANDER,2019,62.0,62.0
SLATIN,2018,63.0,63.0
SLATIN,2019,38.0,38.0
SLORAX,2018,44.0,44.0
SLVR,2018,27.0,27.0
SLVR,2019,34.0,34.0
SMACK,2019,49.0,49.0
SMH,2019,9.0,9.0
SMO,2018,22.25,22.2
SMOKN,2016,26.0,26.0
SNADS,2019,35.0,35.0
SNBRN,2015,49.0,49.0
SNBRN,2016,25.0,25.0
SOLANO,2017,25.0,25.0
SONIA,2019,61.0,61.0
SOROUSH YARAHMADI,2019,9.0,9.0
SOSANDLOW,2020,15.0,15.0
SOVTH,2019,25.0,25.0
SPEECHLESS,2019,57.0,57.0
SQWAD,2019,40.0,40.0
SRTW,2018,0.0,0.0
SRTW,2019,54.0,54.0
SSIO,2013,1.0,1.0
STARSET,1905,70.0,70.0
STARSET,2017,54.0,54.0
STARSET,2019,24.0,24.0
STLN,2020,33.0,33.0
STOP,1989,41.0,41.0
STRFKR,2008,36.0,36.0
STRFKR,2013,53.0,53.0
STVCKS,2018,4.0,4.0
STVCKS,2019,47.0,47.0
SUN SILVA,2018,40.0,40.0
SUNMI,2018,31.0,31.0
SUNMI,2019,70.0,70.0
SWACQ,2019,47.0,47.0
SWIDT,2019,43.0,43.0
SWU,2019,40.0,40.0
SWV,1905,37.0,37.0
SWV,1992,42.1,42.1
SWV,1996,47.0,47.0
SWV,2005,0.0,0.0
SWV,2012,20.0,20.0
SWV,2014,27.0,27.0
SXTEEN,2019,51.0,51.0
SZA,2014,55.0,55.0
SZA,2017,70.0,70.0
SZY,2019,23.0,23.0
Saavan,2019,33.0,33.0
Saba,2016,70.0,70.0
Sabb,2018,35.0,35.0
SaberZ,2019,31.5,31.5
Sabina Beyli,2019,33.0,33.0
Sabino,2017,27.0,27.0
Sabino,2019,55.0,55.0
Sabrina Carpenter,2014,33.0,33.0
Sabrina Carpenter,2015,57.0,57.0
Sabrina Carpenter,2016,55.0,55.0
Sabrina Carpenter,2018,75.0,75.0
Sabrina Claudio,2017,65.0,65.0
Sabrina Claudio,2018,60.0,60.0
Sace,2019,42.0,42.0
Saco,2019,51.0,51.0
Saco,2020,49.0,49.0
Sacred Animals,2019,39.0,39.0
Sad Eye,2017,46.0,46.0
Sade,1905,61.0,61.0
Sade,1985,36.0,36.0
Sade,1988,56.0,56.0
Sade,1994,66.0,66.0
Sade,2011,13.333333333333334,13.3
SafetySuit,2015,42.0,42.0
Safire,1905,30.0,30.0
Safire,2006,35.0,35.0
Sagan,2018,36.0,36.0
Sage Charmaine,2019,21.0,21.0
Sage The Gemini,2016,61.0,61.0
Sahar Z,2018,14.0,14.0
Sahony,2019,38.0,38.0
Saib,2017,62.0,62.0
Saib,2019,59.0,59.0
Said the Sky,2017,36.0,36.0
Said the Sky,2018,48.0,48.0
Saiko,2018,53.0,53.0
Sail By Summer,2019,34.0,34.0
Sailors,2015,28.0,28.0
Saint Asonia,2019,58.0,58.0
Saint Mars,2019,42.0,42.0
Saint Motel,2014,57.0,57.0
Saint Motel,2016,61.5,61.5
Saint Punk,2019,37.0,37.0
Saito,2018,54.0,54.0
Sak Noel,2011,0.0,0.0
Sak Noel,2016,22.5,22.5
Sak Noel,2019,49.0,49.0
Sakurako Ohara,2020,32.0,32.0
Salah,2018,31.0,31.0
Salif Keita,2003,0.0,0.0
Salimo,2019,38.0,38.0
Saliva,2001,0.0,0.0
Saliva,2010,7.0,7.0
Saliva,2014,0.0,0.0
Salmo,2016,26.0,26.0
Salo,2019,39.0,39.0
Saltatio Mortis,2009,26.0,26.0
Saltatio Mortis,2011,37.0,37.0
Salty Dog,2017,30.0,30.0
Salvatore Ganacci,2019,48.0,48.0
Sam Amidon,2013,36.0,36.0
Sam Blans,2016,26.666666666666668,26.7
Sam Blans,2018,19.0,19.0
Sam Bush,2006,31.0,31.0
Sam Collins,2015,46.0,46.0
Sam Cooke,1905,4.333333333333333,4.3
Sam Feldt,2014,0.0,0.0
Sam Feldt,2015,62.5,62.5
Sam Feldt,2016,13.0,13.0
Sam Feldt,2017,12.133333333333333,12.1
Sam Feldt,2018,46.0,46.0
Sam Feldt,2019,67.6,67.6
Sam Feldt,2020,70.0,70.0
Sam Fischer,2019,76.0,76.0
Sam Hunt,2014,71.0,71.0
Sam Hunt,2017,22.0,22.0
Sam Padrul,2017,35.0,35.0
Sam Padrul,2018,26.0,26.0
Sam Shure,2018,38.0,38.0
Sam Sky,2020,14.0,14.0
Sam Smith,2014,15.0,15.0
Sam Smith,2015,66.0,66.0
Sam Smith,2017,64.0,64.0
Sam Smith,2018,70.5,70.5
Sam Smith,2019,81.25,81.2
Sam Spiegel,2016,0.0,0.0
Sam Tinnesz,2016,59.0,59.0
Sam Tsui,2019,29.0,29.0
Samantha,1905,0.0,0.0
Samantha Gervasio,2010,0.0,0.0
Samantha Machado,2019,47.0,47.0
Sami,2017,42.0,42.0
Samm Henshaw,2019,47.0,47.0
Sammy Adams,2013,50.0,50.0
Sammy Adams,2014,51.0,51.0
Sammy Boyle,2019,31.0,31.0
Sammy C,1905,0.0,0.0
Sammy C,2007,15.0,15.0
Sammy Hagar,1981,58.0,58.0
Sammy Hagar,2019,33.0,33.0
Sammy Johns,1905,45.0,45.0
Sammy Milo,2019,28.0,28.0
Sampa the Great,2019,42.0,42.0
Sampha,2016,1.0,1.0
Sampha,2017,52.75,52.8
Samra,2019,77.5,77.5
SamuW,2019,50.0,50.0
Samuelle,1990,23.0,23.0
Samurai Jay,2019,72.0,72.0
San Cisco,2016,34.0,34.0
San Holo,2015,63.0,63.0
San Holo,2017,41.0,41.0
San Holo,2018,1.0,1.0
San Holo,2019,52.0,52.0
San Joe,2019,47.0,47.0
Sancii,2019,14.0,14.0
Sander Kleinenberg,1905,0.0,0.0
Sander Kleinenberg,2009,6.0,6.0
Sander van Doorn,2014,21.5,21.5
Sander van Doorn,2015,16.0,16.0
Sander van Doorn,2019,35.5,35.5
Sandeville,2019,54.0,54.0
Sandoval,2019,52.0,52.0
Sandra Lynn,2019,42.0,42.0
Sandra Stephens,2009,2.0,2.0
Sandro Silva,2011,0.0,0.0
Sandro Silva,2012,15.0,15.0
Sandro Silva,2013,25.0,25.0
Sandro Silva,2014,13.5,13.5
Sandro Silva,2018,59.0,59.0
Sandro Silva,2019,37.0,37.0
Sandronyc,2019,39.0,39.0
Sandwich,1905,42.0,42.0
Sandwich,1999,38.0,38.0
Sandy Congendo,2007,6.0,6.0
Sangarang,2019,38.0,38.0
Sango,2017,41.0,41.0
Sango,2019,36.0,36.0
Sanluis,2015,0.0,0.0
Sansixto,2018,20.0,20.0
Santa Cruz,2019,9.0,9.0
Santa Fe Klan,2019,61.0,61.0
Santa Fe Klan,2020,46.0,46.0
Santa RM,2019,40.0,40.0
Santana,1905,61.333333333333336,61.3
Santana,1999,66.0,66.0
Santana,2007,61.0,61.0
Santana,2010,4.0,4.0
Santos Suarez,2013,2.0,2.0
Santoz,2019,62.0,62.0
Sara Bareilles,2007,75.0,75.0
Sara Hartman,2015,1.0,1.0
Sarah Jarosz,2017,59.0,59.0
Sarah McLachlan,1997,49.0,49.0
Saramalacara,2019,49.5,49.5
Saravah Soul,2010,5.0,5.0
Sarcastic Sounds,2018,63.0,63.0
Sarcastic Sounds,2019,44.0,44.0
Sarius,2019,58.0,58.0
Sartiboy,2019,53.0,53.0
Sasch BBC,2018,2.0,2.0
Sasha Chest,2015,28.0,28.0
Sasha Keable,2019,41.0,41.0
Sasha Sloan,2018,73.0,73.0
Sasha Sloan,2019,69.33333333333333,69.3
Sasha Sokol,2019,42.0,42.0
Satchmode,2015,21.0,21.0
Satin Jackets,2019,49.0,49.0
Saul,2019,51.0,51.0
Sauti Sol,2019,47.0,47.0
Savage Garden,2005,52.0,52.0
Save the Arcadian,2014,4.0,4.0
Saving Abel,2008,44.0,44.0
Saving Abel,2013,19.0,19.0
Saving Vice,2019,44.0,44.0
Savoir Adore,1905,46.0,46.0
Saweetie,2019,56.0,56.0
Sawyer Fredericks,2016,43.0,43.0
Saxity,2019,39.0,39.0
Saxity,2020,47.0,47.0
Saybia,2002,58.0,58.0
ScHoolboy Q,2012,26.0,26.0
ScHoolboy Q,2014,46.0,46.0
ScHoolboy Q,2016,2.0,2.0
ScHoolboy Q,2018,3.0,3.0
ScHoolboy Q,2019,72.0,72.0
Scallops Hotel,2015,0.0,0.0
Scarface,1905,28.647058823529413,28.6
Scarface,2009,20.0,20.0
Scarface,2010,48.333333333333336,48.3
Scarub,2013,4.0,4.0
Scatman John,1995,32.0,32.0
Scavenger Hunt,2015,30.0,30.0
Scavenger Hunt,2017,39.0,39.0
Scenic,2013,0.0,0.0
Schandmaul,2009,11.0,11.0
Schokk,2015,0.0,0.0
Schustin,2015,0.0,0.0
Scooter,2013,47.0,47.0
Scooter,2014,38.0,38.0
Scooter,2019,55.5,55.5
Scorpion,2017,36.0,36.0
Scorpions,1905,38.5,38.5
Scorpions,1972,41.0,41.0
Scorpions,1977,2.0,2.0
Scorpions,1979,3.6666666666666665,3.7
Scorpions,1980,3.0,3.0
Scorpions,1982,22.333333333333332,22.3
Scorpions,1984,35.0,35.0
Scorpions,1985,3.0,3.0
Scorpions,1988,2.6666666666666665,2.7
Scorpions,1990,45.5,45.5
Scorpions,1993,2.0,2.0
Scorpions,1999,46.0,46.0
Scorpions,2001,49.0,49.0
Scorpions,2010,43.0,43.0
Scorpions,2011,72.0,72.0
Scorpions,2014,46.0,46.0
Scorpions,2017,51.0,51.0
Scorsi,2017,24.0,24.0
Scott Krokoff,2019,31.0,31.0
Scott Paul,2020,23.0,23.0
Scott Stapp,2019,11.0,11.0
Scott Walker,1905,24.0,24.0
Scott Walker,1995,21.0,21.0
Scotty Sire,2018,57.0,57.0
Scriss,2019,24.0,24.0
Scritti Politti,1905,0.0,0.0
Scroodgee,2016,30.0,30.0
Scroodgee,2017,36.0,36.0
Seafret,2016,64.0,64.0
Seal,2008,41.0,41.0
Sean Bradford,2017,26.0,26.0
Sean Finn,2018,51.0,51.0
Sean Finn,2019,61.0,61.0
Sean Kingston,2007,77.0,77.0
Sean Kingston,2009,69.0,69.0
Sean Leon,2016,22.0,22.0
Sean Paul,2002,56.0,56.0
Sean Paul,2012,56.0,56.0
Sean Paul,2017,5.0,5.0
Sean Paul,2018,50.333333333333336,50.3
Sean Paul,2019,45.666666666666664,45.7
Sean Price,2012,21.125,21.1
Sean Price,2017,26.0,26.0
Sean Tizzle,2019,31.0,31.0
Sebastian Ingrosso,2012,61.0,61.0
Sebastian Ingrosso,2013,35.5,35.5
Sebastian Mateo,2019,17.0,17.0
Sebastian Mikael,2019,51.0,51.0
Sebastian Park,2019,30.0,30.0
Sebastian Yatra,2017,3.0,3.0
Sebastian Yatra,2018,69.0,69.0
Sebastian Yatra,2019,75.75,75.8
Sebastien,2015,29.0,29.0
Sebastien,2016,39.0,39.0
Sech,2018,1.0,1.0
Sech,2019,69.0,69.0
Secondcity,2014,0.0,0.0
Secondhand Habit,2019,9.0,9.0
Secret Weapons,2017,35.0,35.0
Seduction,1905,30.0,30.0
Seeb,2016,34.5,34.5
Seeb,2017,5.0,5.0
Seeb,2018,73.0,73.0
Seeb,2019,59.333333333333336,59.3
Seedhe Maut,2018,43.0,43.0
Seether,1905,0.0,0.0
Seether,2004,69.0,69.0
Seether,2005,69.0,69.0
Seether,2006,43.0,43.0
Seether,2007,73.0,73.0
Seether,2011,0.0,0.0
Seether,2013,53.0,53.0
Seether,2017,56.0,56.0
Seinabo Sey,2014,0.0,0.0
Seinabo Sey,2015,34.5,34.5
Seinabo Sey,2018,55.0,55.0
Seizo,2016,46.0,46.0
Selah Sue,2012,0.0,0.0
Selah Sue,2015,25.0,25.0
Selda,2008,0.0,0.0
Selena,2010,62.5,62.5
Selena Gomez,2008,59.0,59.0
Selena Gomez,2009,47.0,47.0
Selena Gomez,2011,50.0,50.0
Selena Gomez,2013,65.5,65.5
Selena Gomez,2014,70.0,70.0
Selena Gomez,2015,68.5,68.5
Selena Gomez,2016,0.0,0.0
Selena Gomez,2017,52.333333333333336,52.3
Selena Gomez,2018,41.666666666666664,41.7
Selena Gomez,2019,89.5,89.5
Selena Gomez,2020,82.33333333333333,82.3
Self Sabotage,2017,32.0,32.0
Self Sabotage,2019,37.0,37.0
Semisonic,1998,57.0,57.0
Semitoo,2019,39.0,39.0
Semser,2018,15.5,15.5
Semser,2019,19.0,19.0
Sentidos Opuestos,1997,30.0,30.0
Sentidos Opuestos,1998,60.0,60.0
Sep,2019,43.0,43.0
September,2008,0.0,0.0
Septeto Acarey,2017,63.0,63.0
Septeto Acarey,2019,40.5,40.5
Sequenza,2019,40.0,40.0
Seramic,2019,39.0,39.0
Sergeant Jay,2019,40.0,40.0
Serhat Durmus,2017,66.0,66.0
Serhat Durmus,2019,56.0,56.0
Sero El Mero,2018,46.0,46.0
Seryoga,1905,29.5,29.5
Seryoga,2006,16.0,16.0
Seryoga,2008,29.0,29.0
Seryoga,2017,23.0,23.0
Sesco,2019,24.5,24.5
Session Victim,1905,49.0,49.0
Set It Off,2020,57.0,57.0
Set Mo,2019,37.0,37.0
Seth Hills,2018,29.0,29.0
Seth Hills,2019,38.2,38.2
Seth Sentry,1905,17.0,17.0
Sevdaliza,2017,53.0,53.0
Seven Kayne,2017,1.0,1.0
Seven Kayne,2018,58.0,58.0
Seven Kayne,2019,58.0,58.0
Seven Lights,2018,32.0,32.0
Seven Lions,2014,58.0,58.0
Seven Lions,2016,62.0,62.0
Seven Lions,2017,43.5,43.5
Seven Lions,2018,52.0,52.0
Seven Lions,2019,59.0,59.0
Sevendust,2005,58.0,58.0
Sevendust,2018,41.0,41.0
Sevenn,2019,60.0,60.0
Sevin,2016,18.0,18.0
Sevyn Streeter,2013,66.0,66.0
Sevyn Streeter,2014,0.0,0.0
Sevyn Streeter,2019,57.0,57.0
Sex Pistols,1905,0.0,0.0
Sex Pistols,1977,62.0,62.0
Sex Room,2016,13.0,13.0
Sexto Sentido,2011,13.0,13.0
Sexton,2019,39.5,39.5
Seyon,2018,8.0,8.0
Sez on the Beat,2018,27.0,27.0
Sf Spanish Fly,1905,26.0,26.0
Sfera Ebbasta,2019,67.0,67.0
Sfven,2020,42.0,42.0
Sha Mula,2014,12.0,12.0
Shabba Ranks,2010,26.0,26.0
Shade,2019,65.0,65.0
Shadw,2019,15.0,15.0
Shafiq Husayn,2019,31.0,31.0
Shaggy,2000,17.0,17.0
Shaggy,2015,39.0,39.0
Shaggy,2017,47.0,47.0
Shahmen,2015,41.0,41.0
Shahmen,2019,47.0,47.0
Shai,1992,50.0,50.0
Shai,1995,35.0,35.0
Shai,2001,30.0,30.0
Shai,2011,7.0,7.0
Shake,2013,29.5,29.5
Shakira,1905,15.0,15.0
Shakira,1995,63.0,63.0
Shakira,1998,67.33333333333333,67.3
Shakira,2000,53.0,53.0
Shakira,2001,71.0,71.0
Shakira,2005,80.0,80.0
Shakira,2008,36.0,36.0
Shakira,2010,71.0,71.0
Shakira,2016,2.0,2.0
Shakira,2017,72.33333333333333,72.3
Shakira,2018,74.0,74.0
Shakira,2020,79.0,79.0
Shakra,2020,38.0,38.0
Shallou,2018,41.0,41.0
Shallou,2019,61.0,61.0
Shallou,2020,66.0,66.0
Shallow Side,2012,0.0,0.0
Shallow Side,2019,51.0,51.0
Shaman,2019,50.0,50.0
Shamrock,1905,53.0,53.0
Shana,2005,34.0,34.0
Shane Harper,2016,45.0,45.0
Shanghai Treason,2019,6.0,6.0
Shanguy,2018,54.0,54.0
Shanice,1991,59.0,59.0
Shanice,1992,24.0,24.0
Shannon,2000,48.5,48.5
Shannon Chapman,2019,21.0,21.0
Shannon K,2018,34.0,34.0
Shannon LaBrie,1905,5.5,5.5
Shannon LaBrie,2019,35.0,35.0
Shapov,2018,26.0,26.0
Sharam featuring Daniel Bedingfield,2008,0.0,0.0
Shark,2019,46.0,46.0
Sharlene,2020,57.0,57.0
Sharon Jones,2008,24.0,24.0
Sharon Van Etten,2014,63.0,63.0
Sharon Van Etten,2019,65.0,65.0
Sharp Man,2019,9.0,9.0
Sharpay Evans,2007,58.0,58.0
Shaun Cassidy,1980,18.0,18.0
Shaun Frank,2016,0.0,0.0
Shaun Frank,2018,30.0,30.0
Shaun Frank,2019,39.0,39.0
Shavi,2017,25.0,25.0
Shawn Desman,2010,44.0,44.0
Shawn Mendes,2015,68.5,68.5
Shawn Mendes,2016,10.0,10.0
Shawn Mendes,2017,82.5,82.5
Shawn Mendes,2018,55.0,55.0
Shawn Mendes,2019,81.33333333333333,81.3
Shawty Lo,2007,48.0,48.0
Shawty Lo,2013,2.0,2.0
Shay Lia,2019,41.0,41.0
Shazalakazoo,2011,41.0,41.0
Sheck Wes,2018,82.0,82.0
Sheek Louch,2015,8.0,8.0
Shellerini,2019,56.0,56.0
Shelow Shaq,2019,23.0,23.0
Shenseea,2019,68.0,68.0
Sheppard,2015,63.0,63.0
Shermanology,2014,0.0,0.0
Sheryl Crow,1993,65.0,65.0
Sheyna,2019,37.0,37.0
ShiShi,2019,37.0,37.0
Shiba San,2014,41.0,41.0
Shim,2018,23.0,23.0
Shin Sakiura,2019,29.0,29.0
Shindy,2013,47.5,47.5
Shindy,2019,74.0,74.0
Shinedown,2008,66.0,66.0
Shinedown,2015,66.5,66.5
Shinedown,2018,63.333333333333336,63.3
Shinehead,1905,32.0,32.0
Shinn Yamada,2019,28.0,28.0
Shirley Brown,1905,48.0,48.0
Shirley Murdock,1986,45.0,45.0
Shiva,2019,73.33333333333333,73.3
Shizuka Kudo,1905,21.0,21.0
ShockOne,2019,43.0,43.0
Shocking Blue,2011,52.0,52.0
Shoffy,2018,63.0,63.0
Shola Ama,2012,0.0,0.0
Shola Ama,2013,1.0,1.0
Shooter Gang,2019,61.0,61.0
Showtek,2013,17.6,17.6
Showtek,2014,13.0,13.0
Showtek,2016,47.0,47.0
Showtek,2017,33.0,33.0
Showtek,2018,57.0,57.0
Showtek,2019,29.2,29.2
Shrimpnose,2018,47.0,47.0
Shuko,2019,50.0,50.0
Shura,2014,0.0,0.0
Shura,2015,0.0,0.0
Shura,2016,23.0,23.0
Shuta Sueyoshi,2019,30.0,30.0
Shuya Okino,2016,0.0,0.0
Shy Glizzy,2014,25.0,25.0
SiR,2017,64.0,64.0
SiR,2019,63.5,63.5
Sia,2002,4.0,4.0
Sia,2014,75.5,75.5
Sia,2016,68.2,68.2
Sia,2018,9.5,9.5
Sia,2019,63.25,63.2
Sia,2020,72.0,72.0
Siakol,2010,0.0,0.0
Sick Individuals,2013,0.0,0.0
Sick Individuals,2014,29.0,29.0
Sick Individuals,2016,19.0,19.0
Sick Individuals,2017,0.0,0.0
Sick Individuals,2018,35.666666666666664,35.7
Sick Individuals,2019,42.7,42.7
Sick Individuals,2020,36.0,36.0
Sick Jacken,2009,30.0,30.0
Sick Puppies,1905,62.0,62.0
Sick Puppies,2013,22.0,22.0
Sid Luscious and The Pants,2019,6.0,6.0
Sid Vicious,2008,43.0,43.0
Side Baby,2019,65.0,65.0
Sidekick,2009,0.0,0.0
Sidhu Moose Wala,2018,53.0,53.0
Sidhu Moose Wala,2019,54.857142857142854,54.9
Sidney Charles,2017,23.0,23.0
Sidney Housen,2014,5.5,5.5
Sidney Samson,2013,0.0,0.0
Sidney Samson,2014,4.333333333333333,4.3
Sidney Samson,2018,10.0,10.0
Sidney Samson,2019,42.0,42.0
Sidoka,2018,60.0,60.0
Sidoka,2019,64.66666666666667,64.7
Sigala,2015,3.0,3.0
Sigala,2016,31.0,31.0
Sigala,2017,59.0,59.0
Sigala,2018,63.6,63.6
Sigala,2019,45.8,45.8
Sigma,2014,0.0,0.0
Sigma,2015,27.0,27.0
Sigma,2016,4.0,4.0
Sigrid,2018,46.0,46.0
Sigrid,2019,58.0,58.0
Sikander Kahlon,2018,30.333333333333332,30.3
Sikander Kahlon,2019,37.0,37.0
Sikdope,2017,14.0,14.0
Sikdope,2019,54.0,54.0
Siks,2019,16.5,16.5
Silencer,1905,18.0,18.0
Silent Child,2019,45.0,45.0
Siles,2018,50.0,50.0
Silience,2016,46.0,46.0
Silk,1905,37.333333333333336,37.3
Silk City,2018,66.0,66.0
Silkk The Shocker,1998,25.5,25.5
Silkk The Shocker,1999,18.0,18.0
Silky Signs,2019,36.333333333333336,36.3
Silo,2017,36.0,36.0
Silva,2018,52.0,52.0
Silva,2019,64.0,64.0
Silva,2020,57.0,57.0
Silver,1905,66.0,66.0
Silvera,2019,41.0,41.0
Silvera,2020,21.0,21.0
Silverstein,2020,59.0,59.0
Silvestre Dangond,2016,48.0,48.0
Silvestre Dangond,2017,68.0,68.0
Silvestre Dangond,2018,68.0,68.0
Silvestre Dangond,2019,63.5,63.5
Silvio Luz,2015,0.0,0.0
Simaga,2015,20.25,20.2
Simah,2019,39.0,39.0
Simi,2017,36.0,36.0
Simian Mobile Disco,2007,37.0,37.0
Simioli,2015,3.0,3.0
Simon Fava,2017,47.0,47.0
Simon Field,2017,34.0,34.0
Simon Field,2019,37.5,37.5
Simon Green,2016,16.0,16.0
Simon Grossmann,2017,29.0,29.0
Simon Loof,2019,32.0,32.0
Simple Citizens,2008,17.0,17.0
Simple Minds,1905,49.0,49.0
Simple Minds,1981,42.0,42.0
Simple Minds,1985,0.0,0.0
Simple Minds,2012,11.0,11.0
Simple Minds,2013,44.0,44.0
Simple Minds,2019,5.0,5.0
Simple Plan,2004,45.333333333333336,45.3
Simple Plan,2007,28.0,28.0
Simple Plan,2016,41.0,41.0
Simple Plan,2018,70.0,70.0
Simply Red,2009,1.0,1.0
Simpson Ahuevo,2014,0.0,0.0
Simsey,2020,56.0,56.0
Sin Bandera,2007,65.0,65.0
SinceWhen,2019,35.0,35.0
Sinead Harnett,2014,27.0,27.0
Sinead Harnett,2016,62.0,62.0
Sinead Harnett,2019,45.0,45.0
Singuila,2019,50.0,50.0
Siouxsie and the Banshees,1987,59.0,59.0
Siouxsie and the Banshees,2002,1.0,1.0
Sir Charles Jones,2008,38.75,38.8
Sir Felix,2015,37.0,37.0
Sir Foster,2019,43.0,43.0
Sir Sly,2017,61.0,61.0
Sisqo,1999,32.5,32.5
Sister Hazel,1997,63.0,63.0
Sister Sledge,1979,71.0,71.0
Sisters of Mercy,1905,29.5,29.5
Sitoonce,2019,33.0,33.0
Sixpence None The Richer,1905,63.0,63.0
Sjowgren,2015,12.0,12.0
Skarleth,2019,14.0,14.0
Skeewiff,2013,38.0,38.0
Skeletal Family,1983,38.0,38.0
Skepta,2016,3.0,3.0
Skepta,2019,63.0,63.0
Ski Mask The Slump God,2018,72.33333333333333,72.3
Ski Mask The Slump God,2019,73.0,73.0
Skid Row,1989,66.33333333333333,66.3
Skillet,2006,66.0,66.0
Skillet,2009,73.5,73.5
Skillet,2016,72.0,72.0
Skillet,2019,14.0,14.0
Skinny D RDT,2019,26.0,26.0
Skinny Living,2017,56.0,56.0
Skip Mahoney,1905,31.0,31.0
Skipp Whitman,2019,45.0,45.0
Skooly,2019,15.0,15.0
Skott,2016,21.0,21.0
Skrillex,2014,43.0,43.0
Skrillex,2015,8.0,8.0
Skrillex,2016,72.0,72.0
Skrillex,2017,69.5,69.5
Skrillex,2019,64.0,64.0
Skrizzly Adams,2019,40.0,40.0
Sky,2020,50.0,50.0
Sky Ferreira,2013,49.0,49.0
Sky Rompiendo,2020,57.0,57.0
SkyLogic,2019,16.0,16.0
Skye,2019,70.0,70.0
Skylar Grey,2016,50.0,50.0
Skylar Stecker,2017,21.0,21.0
